packet_id,label,mutation_type,severity,pr_vendor,gst_vendor,pr_ref,gst_ref,pr_amount,gst_amount,pr_date,gst_date,pr_gstin,gst_gstin
pkt-1931,EXACT_MATCH,none,none,Supplier Inc 1931,Supplier Inc 1931,INV-11931,INV-11931,40594.44,40594.44,2023-11-22,2023-11-22,27AAAAA2931A1Z5,27AAAAA2931A1Z5
pkt-1932,EXACT_MATCH,none,none,Supplier Inc 1932,Supplier Inc 1932,INV-11932,INV-11932,34548.3,34548.3,2023-08-02,2023-08-02,27AAAAA2932A1Z5,27AAAAA2932A1Z5
pkt-1933,FUZZY_MATCH,date_shift,medium,Supplier LLC 1933,Supplier LLC 1933,INV-11933,INV-11933,38643.24,38643.24,2023-04-08,2023-04-06,27AAAAA2933A1Z5,27AAAAA2933A1Z5
pkt-1934,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 1934,Supplier Inc 1934,INV-11934,INV-11934,4660.18,4660.18,2023-07-01,2023-07-01,27AAAAA2934A1Z5,27AAAAA2934A1ZX
pkt-1935,FUZZY_MATCH,date_shift,medium,Supplier Inc 1935,Supplier Inc 1935,INV-11935,INV-11935,41044.27,41044.27,2023-11-22,2023-11-18,27AAAAA2935A1Z5,27AAAAA2935A1Z5
pkt-1936,EXACT_MATCH,none,none,Supplier Corp 1936,Supplier Corp 1936,INV-11936,INV-11936,39866.52,39866.52,2023-11-06,2023-11-06,27AAAAA2936A1Z5,27AAAAA2936A1Z5
pkt-1937,NO_MATCH,invalid_gstin_suffix,high,Supplier LLC 1937,Supplier LLC 1937,INV-11937,INV-11937,20842.43,20842.43,2023-02-27,2023-02-27,27AAAAA2937A1Z5,27AAAAA2937A1ZX
pkt-1938,CONTRADICTION,major_amount_diff,high,Supplier Corp 1938,Supplier Corp 1938,INV-11938,INV-11938,28146.5,56293.00,2023-04-20,2023-04-20,27AAAAA2938A1Z5,27AAAAA2938A1Z5
pkt-1939,FUZZY_MATCH,date_shift,medium,Supplier Corp 1939,Supplier Corp 1939,INV-11939,INV-11939,19813.69,19813.69,2023-07-04,2023-06-30,27AAAAA2939A1Z5,27AAAAA2939A1Z5
pkt-1940,EXACT_MATCH,none,none,Supplier Ltd 1940,Supplier Ltd 1940,INV-11940,INV-11940,17893.16,17893.16,2023-03-01,2023-03-01,27AAAAA2940A1Z5,27AAAAA2940A1Z5
pkt-1941,FUZZY_MATCH,date_shift,medium,Supplier Ltd 1941,Supplier Ltd 1941,INV-11941,INV-11941,15880.39,15880.39,2023-07-07,2023-07-03,27AAAAA2941A1Z5,27AAAAA2941A1Z5
pkt-1942,EXACT_MATCH,none,none,Supplier LLC 1942,Supplier LLC 1942,INV-11942,INV-11942,32932.29,32932.29,2023-05-21,2023-05-21,27AAAAA2942A1Z5,27AAAAA2942A1Z5
pkt-1943,NO_MATCH,different_entity,high,Supplier LLC 1943,Different Supplier Inc,INV-11943,INV-11943,3459.83,3459.83,2023-04-14,2023-04-14,27AAAAA2943A1Z5,27BBBBB1234B1Z5
pkt-1944,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 1944,Supplier Corp 1944,INV-11944,INV-11944,25028.84,25027.84,2023-02-23,2023-02-23,27AAAAA2944A1Z5,27AAAAA2944A1Z5
pkt-1945,EXACT_MATCH,none,none,Supplier Ltd 1945,Supplier Ltd 1945,INV-11945,INV-11945,30033.37,30033.37,2023-11-23,2023-11-23,27AAAAA2945A1Z5,27AAAAA2945A1Z5
pkt-1946,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 1946,Supplier LLC 1946,INV-11946,INV-II946,46235.21,46235.22,2023-12-05,2023-12-05,27AAAAA2946A1Z5,27AAAAA2946A1Z5
pkt-1947,FUZZY_MATCH,string_distance,low,Supplier Ltd 1947,Suplier Ltd 1947,INV-11947,INV11947,31804.14,31804.14,2023-12-11,2023-12-11,27AAAAA2947A1Z5,27AAAAA2947A1Z5
pkt-1948,EXACT_MATCH,none,none,Supplier Ltd 1948,Supplier Ltd 1948,INV-11948,INV-11948,16821.75,16821.75,2023-10-19,2023-10-19,27AAAAA2948A1Z5,27AAAAA2948A1Z5
pkt-1949,FUZZY_MATCH,date_shift,medium,Supplier Inc 1949,Supplier Inc 1949,INV-11949,INV-11949,25600.2,25600.2,2023-12-08,2023-12-03,27AAAAA2949A1Z5,27AAAAA2949A1Z5
pkt-1950,EXACT_MATCH,none,none,Supplier Corp 1950,Supplier Corp 1950,INV-11950,INV-11950,30855.8,30855.8,2023-02-10,2023-02-10,27AAAAA2950A1Z5,27AAAAA2950A1Z5
pkt-1951,EXACT_MATCH,none,none,Supplier Inc 1951,Supplier Inc 1951,INV-11951,INV-11951,21482.04,21482.04,2023-04-20,2023-04-20,27AAAAA2951A1Z5,27AAAAA2951A1Z5
pkt-1952,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 1952,Supplier Corp 1952,INV-11952,INV-II952,6964.02,6964.03,2023-08-10,2023-08-10,27AAAAA2952A1Z5,27AAAAA2952A1Z5
pkt-1953,EXACT_MATCH,none,none,Supplier Corp 1953,Supplier Corp 1953,INV-11953,INV-11953,18849.82,18849.82,2023-11-02,2023-11-02,27AAAAA2953A1Z5,27AAAAA2953A1Z5
pkt-1954,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 1954,Supplier LLC 1954,INV-11954,INV-II954,29943.95,29943.96,2023-08-24,2023-08-24,27AAAAA2954A1Z5,27AAAAA2954A1Z5
pkt-1955,CONTRADICTION,major_amount_diff,high,Supplier Inc 1955,Supplier Inc 1955,INV-11955,INV-11955,13978.51,27957.020,2023-11-26,2023-11-26,27AAAAA2955A1Z5,27AAAAA2955A1Z5
pkt-1956,EXACT_MATCH,none,none,Supplier LLC 1956,Supplier LLC 1956,INV-11956,INV-11956,39609.81,39609.81,2023-07-21,2023-07-21,27AAAAA2956A1Z5,27AAAAA2956A1Z5
pkt-1957,FUZZY_MATCH,date_shift,medium,Supplier LLC 1957,Supplier LLC 1957,INV-11957,INV-11957,11527.6,11527.6,2023-12-11,2023-12-09,27AAAAA2957A1Z5,27AAAAA2957A1Z5
pkt-1958,NO_MATCH,different_entity,high,Supplier Corp 1958,Different Supplier Inc,INV-11958,INV-11958,27011.66,27011.66,2023-11-08,2023-11-08,27AAAAA2958A1Z5,27BBBBB1234B1Z5
pkt-1959,NO_MATCH,missing_record,high,Supplier Corp 1959,,INV-11959,,43648.02,,2023-09-11,,27AAAAA2959A1Z5,
pkt-1960,FUZZY_MATCH,string_distance,low,Supplier Ltd 1960,Suplier Ltd 1960,INV-11960,INV11960,31526.15,31526.15,2023-02-28,2023-02-28,27AAAAA2960A1Z5,27AAAAA2960A1Z5
pkt-1961,FUZZY_MATCH,date_shift,medium,Supplier Corp 1961,Supplier Corp 1961,INV-11961,INV-11961,47687.69,47687.69,2023-01-21,2023-01-18,27AAAAA2961A1Z5,27AAAAA2961A1Z5
pkt-1962,FUZZY_MATCH,date_shift,medium,Supplier Corp 1962,Supplier Corp 1962,INV-11962,INV-11962,4678.79,4678.79,2023-10-18,2023-10-21,27AAAAA2962A1Z5,27AAAAA2962A1Z5
pkt-1963,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 1963,Supplier LLC 1963,INV-11963,INV-II963,4000.41,4000.42,2023-12-15,2023-12-15,27AAAAA2963A1Z5,27AAAAA2963A1Z5
pkt-1964,NO_MATCH,different_entity,high,Supplier Corp 1964,Different Supplier Inc,INV-11964,INV-11964,36111.52,36111.52,2023-04-14,2023-04-14,27AAAAA2964A1Z5,27BBBBB1234B1Z5
pkt-1965,EXACT_MATCH,none,none,Supplier Ltd 1965,Supplier Ltd 1965,INV-11965,INV-11965,12523.57,12523.57,2023-05-19,2023-05-19,27AAAAA2965A1Z5,27AAAAA2965A1Z5
pkt-1966,EXACT_MATCH,none,none,Supplier LLC 1966,Supplier LLC 1966,INV-11966,INV-11966,10149.91,10149.91,2023-08-03,2023-08-03,27AAAAA2966A1Z5,27AAAAA2966A1Z5
pkt-1967,CONTRADICTION,major_amount_diff,high,Supplier Ltd 1967,Supplier Ltd 1967,INV-11967,INV-11967,18948.1,37896.20,2023-08-15,2023-08-15,27AAAAA2967A1Z5,27AAAAA2967A1Z5
pkt-1968,NO_MATCH,missing_record,high,Supplier Corp 1968,,INV-11968,,30508.77,,2023-07-25,,27AAAAA2968A1Z5,
pkt-1969,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 1969,Supplier Inc 1969,INV-11969,INV-11969,1088.57,1089.07,2023-07-14,2023-07-14,27AAAAA2969A1Z5,27AAAAA2969A1Z5
pkt-1970,NO_MATCH,missing_record,high,Supplier Ltd 1970,,INV-11970,,27687.32,,2023-03-09,,27AAAAA2970A1Z5,
pkt-1971,FUZZY_MATCH,string_distance,low,Supplier Ltd 1971,Suplier Ltd 1971,INV-11971,INV11971,15361.78,15361.78,2023-05-13,2023-05-13,27AAAAA2971A1Z5,27AAAAA2971A1Z5
pkt-1972,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 1972,Supplier Corp 1972,INV-11972,INV-II972,16728.38,16728.39,2023-12-16,2023-12-16,27AAAAA2972A1Z5,27AAAAA2972A1Z5
pkt-1973,NO_MATCH,missing_record,high,Supplier LLC 1973,,INV-11973,,45814.98,,2023-01-01,,27AAAAA2973A1Z5,
pkt-1974,EXACT_MATCH,none,none,Supplier LLC 1974,Supplier LLC 1974,INV-11974,INV-11974,20287.31,20287.31,2023-07-13,2023-07-13,27AAAAA2974A1Z5,27AAAAA2974A1Z5
pkt-1975,EXACT_MATCH,none,none,Supplier Inc 1975,Supplier Inc 1975,INV-11975,INV-11975,24528.6,24528.6,2023-11-19,2023-11-19,27AAAAA2975A1Z5,27AAAAA2975A1Z5
pkt-1976,FUZZY_MATCH,date_shift,medium,Supplier Corp 1976,Supplier Corp 1976,INV-11976,INV-11976,44261.48,44261.48,2023-02-13,2023-02-14,27AAAAA2976A1Z5,27AAAAA2976A1Z5
pkt-1977,EXACT_MATCH,none,none,Supplier Ltd 1977,Supplier Ltd 1977,INV-11977,INV-11977,47859.13,47859.13,2023-12-12,2023-12-12,27AAAAA2977A1Z5,27AAAAA2977A1Z5
pkt-1978,EXACT_MATCH,none,none,Supplier Ltd 1978,Supplier Ltd 1978,INV-11978,INV-11978,34455.62,34455.62,2023-12-02,2023-12-02,27AAAAA2978A1Z5,27AAAAA2978A1Z5
pkt-1979,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 1979,Supplier Inc 1979,INV-11979,INV-11979,36809.64,36809.64,2023-04-16,2023-04-16,27AAAAA2979A1Z5,27AAAAA2979A1ZX
pkt-1980,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 1980,Supplier Corp 1980,INV-11980,INV-11980,31584.54,31587.04,2023-11-01,2023-11-01,27AAAAA2980A1Z5,27AAAAA2980A1Z5
pkt-1981,NO_MATCH,different_entity,high,Supplier Corp 1981,Different Supplier Inc,INV-11981,INV-11981,47218.83,47218.83,2023-03-09,2023-03-09,27AAAAA2981A1Z5,27BBBBB1234B1Z5
pkt-1982,EXACT_MATCH,none,none,Supplier Corp 1982,Supplier Corp 1982,INV-11982,INV-11982,28959.26,28959.26,2023-11-27,2023-11-27,27AAAAA2982A1Z5,27AAAAA2982A1Z5
pkt-1983,EXACT_MATCH,none,none,Supplier Ltd 1983,Supplier Ltd 1983,INV-11983,INV-11983,5924.86,5924.86,2023-02-21,2023-02-21,27AAAAA2983A1Z5,27AAAAA2983A1Z5
pkt-1984,EXACT_MATCH,none,none,Supplier Corp 1984,Supplier Corp 1984,INV-11984,INV-11984,35332.88,35332.88,2023-02-17,2023-02-17,27AAAAA2984A1Z5,27AAAAA2984A1Z5
pkt-1985,CONTRADICTION,major_amount_diff,high,Supplier LLC 1985,Supplier LLC 1985,INV-11985,INV-11985,8374.6,16749.20,2023-07-09,2023-07-09,27AAAAA2985A1Z5,27AAAAA2985A1Z5
pkt-1986,EXACT_MATCH,none,none,Supplier LLC 1986,Supplier LLC 1986,INV-11986,INV-11986,48387.4,48387.4,2023-11-13,2023-11-13,27AAAAA2986A1Z5,27AAAAA2986A1Z5
pkt-1987,FUZZY_MATCH,string_distance,low,Supplier Inc 1987,Suplier Inc 1987,INV-11987,INV11987,20639.29,20639.29,2023-12-28,2023-12-28,27AAAAA2987A1Z5,27AAAAA2987A1Z5
pkt-1988,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 1988,Supplier Corp 1988,INV-11988,INV-11988,31845.39,31845.89,2023-06-27,2023-06-27,27AAAAA2988A1Z5,27AAAAA2988A1Z5
pkt-1989,EXACT_MATCH,none,none,Supplier LLC 1989,Supplier LLC 1989,INV-11989,INV-11989,46507.84,46507.84,2023-07-23,2023-07-23,27AAAAA2989A1Z5,27AAAAA2989A1Z5
pkt-1990,FUZZY_MATCH,string_distance,low,Supplier Inc 1990,Suplier Inc 1990,INV-11990,INV11990,49352.57,49352.57,2023-08-01,2023-08-01,27AAAAA2990A1Z5,27AAAAA2990A1Z5
pkt-1991,EXACT_MATCH,none,none,Supplier Ltd 1991,Supplier Ltd 1991,INV-11991,INV-11991,38709.81,38709.81,2023-07-17,2023-07-17,27AAAAA2991A1Z5,27AAAAA2991A1Z5
pkt-1992,NO_MATCH,invalid_gstin_suffix,high,Supplier Corp 1992,Supplier Corp 1992,INV-11992,INV-11992,14488.18,14488.18,2023-07-06,2023-07-06,27AAAAA2992A1Z5,27AAAAA2992A1ZX
pkt-1993,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 1993,Supplier Ltd 1993,INV-11993,INV-II993,9401.36,9401.37,2023-03-07,2023-03-07,27AAAAA2993A1Z5,27AAAAA2993A1Z5
pkt-1994,FUZZY_MATCH,ocr_artifacts,medium,Supplier Corp 1994,Supplier Corp 1994,INV-11994,INV-II994,25180.43,25180.44,2023-02-15,2023-02-15,27AAAAA2994A1Z5,27AAAAA2994A1Z5
pkt-1995,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 1995,Supplier Corp 1995,INV-11995,INV-11995,10126.95,10129.45,2023-12-06,2023-12-06,27AAAAA2995A1Z5,27AAAAA2995A1Z5
pkt-1996,FUZZY_MATCH,string_distance,low,Supplier Corp 1996,Suplier Corp 1996,INV-11996,INV11996,22092.45,22092.45,2023-10-04,2023-10-04,27AAAAA2996A1Z5,27AAAAA2996A1Z5
pkt-1997,FUZZY_MATCH,string_distance,low,Supplier LLC 1997,Suplier LLC 1997,INV-11997,INV11997,14726.97,14726.97,2023-07-04,2023-07-04,27AAAAA2997A1Z5,27AAAAA2997A1Z5
pkt-1998,NO_MATCH,missing_record,high,Supplier Ltd 1998,,INV-11998,,17173.38,,2023-10-08,,27AAAAA2998A1Z5,
pkt-1999,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 1999,Supplier Inc 1999,INV-11999,INV-11999,33672.95,33671.95,2023-02-01,2023-02-01,27AAAAA2999A1Z5,27AAAAA2999A1Z5
pkt-2000,CONTRADICTION,major_amount_diff,high,Supplier Corp 2000,Supplier Corp 2000,INV-12000,INV-12000,33299.58,66599.160,2023-01-04,2023-01-04,27AAAAA3000A1Z5,27AAAAA3000A1Z5
pkt-2001,NO_MATCH,missing_record,high,Supplier LLC 2001,,INV-12001,,39610.15,,2023-07-20,,27AAAAA3001A1Z5,
pkt-2002,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 2002,Supplier Ltd 2002,INV-12002,INV-12002,23714.27,23714.27,2023-06-20,2023-06-20,27AAAAA3002A1Z5,27AAAAA3002A1ZX
pkt-2003,NO_MATCH,invalid_gstin_suffix,high,Supplier Corp 2003,Supplier Corp 2003,INV-12003,INV-12003,18602.18,18602.18,2023-06-11,2023-06-11,27AAAAA3003A1Z5,27AAAAA3003A1ZX
pkt-2004,NO_MATCH,invalid_gstin_suffix,high,Supplier Inc 2004,Supplier Inc 2004,INV-12004,INV-12004,33287.41,33287.41,2023-07-20,2023-07-20,27AAAAA3004A1Z5,27AAAAA3004A1ZX
pkt-2005,EXACT_MATCH,none,none,Supplier Ltd 2005,Supplier Ltd 2005,INV-12005,INV-12005,43666.56,43666.56,2023-02-01,2023-02-01,27AAAAA3005A1Z5,27AAAAA3005A1Z5
pkt-2006,CONTRADICTION,major_amount_diff,high,Supplier Inc 2006,Supplier Inc 2006,INV-12006,INV-12006,20150.24,40300.480,2023-03-01,2023-03-01,27AAAAA3006A1Z5,27AAAAA3006A1Z5
pkt-2007,NO_MATCH,invalid_gstin_suffix,high,Supplier Corp 2007,Supplier Corp 2007,INV-12007,INV-12007,14045.43,14045.43,2023-12-25,2023-12-25,27AAAAA3007A1Z5,27AAAAA3007A1ZX
pkt-2008,CONTRADICTION,major_amount_diff,high,Supplier Ltd 2008,Supplier Ltd 2008,INV-12008,INV-12008,22650.71,45301.420,2023-11-22,2023-11-22,27AAAAA3008A1Z5,27AAAAA3008A1Z5
pkt-2009,EXACT_MATCH,none,none,Supplier LLC 2009,Supplier LLC 2009,INV-12009,INV-12009,20715.02,20715.02,2023-04-01,2023-04-01,27AAAAA3009A1Z5,27AAAAA3009A1Z5
pkt-2010,EXACT_MATCH,none,none,Supplier LLC 2010,Supplier LLC 2010,INV-12010,INV-12010,31725.49,31725.49,2023-01-26,2023-01-26,27AAAAA3010A1Z5,27AAAAA3010A1Z5
pkt-2011,EXACT_MATCH,none,none,Supplier Ltd 2011,Supplier Ltd 2011,INV-12011,INV-12011,22270.88,22270.88,2023-10-16,2023-10-16,27AAAAA3011A1Z5,27AAAAA3011A1Z5
pkt-2012,NO_MATCH,missing_record,high,Supplier Ltd 2012,,INV-12012,,30668.36,,2023-02-12,,27AAAAA3012A1Z5,
pkt-2013,FUZZY_MATCH,minor_amount_diff,low,Supplier Ltd 2013,Supplier Ltd 2013,INV-12013,INV-12013,49344.89,49345.39,2023-12-04,2023-12-04,27AAAAA3013A1Z5,27AAAAA3013A1Z5
pkt-2014,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 2014,Supplier Inc 2014,INV-12014,INV-I2OI4,35625.9,35625.91,2023-09-19,2023-09-19,27AAAAA3014A1Z5,27AAAAA3014A1Z5
pkt-2015,FUZZY_MATCH,ocr_artifacts,medium,Supplier Ltd 2015,Supplier Ltd 2015,INV-12015,INV-I2OI5,24946.46,24946.47,2023-02-10,2023-02-10,27AAAAA3015A1Z5,27AAAAA3015A1Z5
pkt-2016,FUZZY_MATCH,date_shift,medium,Supplier Corp 2016,Supplier Corp 2016,INV-12016,INV-12016,44830.79,44830.79,2023-02-16,2023-02-14,27AAAAA3016A1Z5,27AAAAA3016A1Z5
pkt-2017,FUZZY_MATCH,string_distance,low,Supplier Inc 2017,Suplier Inc 2017,INV-12017,INV12017,8604.61,8604.61,2023-11-23,2023-11-23,27AAAAA3017A1Z5,27AAAAA3017A1Z5
pkt-2018,NO_MATCH,invalid_gstin_suffix,high,Supplier Corp 2018,Supplier Corp 2018,INV-12018,INV-12018,21801.18,21801.18,2023-12-01,2023-12-01,27AAAAA3018A1Z5,27AAAAA3018A1ZX
pkt-2019,EXACT_MATCH,none,none,Supplier LLC 2019,Supplier LLC 2019,INV-12019,INV-12019,45142.16,45142.16,2023-05-08,2023-05-08,27AAAAA3019A1Z5,27AAAAA3019A1Z5
pkt-2020,CONTRADICTION,major_amount_diff,high,Supplier Corp 2020,Supplier Corp 2020,INV-12020,INV-12020,23867.49,47734.980,2023-11-04,2023-11-04,27AAAAA3020A1Z5,27AAAAA3020A1Z5
pkt-2021,FUZZY_MATCH,date_shift,medium,Supplier LLC 2021,Supplier LLC 2021,INV-12021,INV-12021,31714.05,31714.05,2023-08-03,2023-08-07,27AAAAA3021A1Z5,27AAAAA3021A1Z5
pkt-2022,EXACT_MATCH,none,none,Supplier LLC 2022,Supplier LLC 2022,INV-12022,INV-12022,38340.24,38340.24,2023-10-03,2023-10-03,27AAAAA3022A1Z5,27AAAAA3022A1Z5
pkt-2023,EXACT_MATCH,none,none,Supplier Ltd 2023,Supplier Ltd 2023,INV-12023,INV-12023,45517.34,45517.34,2023-12-24,2023-12-24,27AAAAA3023A1Z5,27AAAAA3023A1Z5
pkt-2024,FUZZY_MATCH,date_shift,medium,Supplier Ltd 2024,Supplier Ltd 2024,INV-12024,INV-12024,32140.9,32140.9,2023-09-28,2023-09-26,27AAAAA3024A1Z5,27AAAAA3024A1Z5
pkt-2025,FUZZY_MATCH,string_distance,low,Supplier Inc 2025,Suplier Inc 2025,INV-12025,INV12025,13028.79,13028.79,2023-05-03,2023-05-03,27AAAAA3025A1Z5,27AAAAA3025A1Z5
pkt-2026,NO_MATCH,different_entity,high,Supplier Inc 2026,Different Supplier Inc,INV-12026,INV-12026,17077.87,17077.87,2023-10-07,2023-10-07,27AAAAA3026A1Z5,27BBBBB1234B1Z5
pkt-2027,FUZZY_MATCH,minor_amount_diff,low,Supplier Inc 2027,Supplier Inc 2027,INV-12027,INV-12027,18450.08,18449.08,2023-06-13,2023-06-13,27AAAAA3027A1Z5,27AAAAA3027A1Z5
pkt-2028,EXACT_MATCH,none,none,Supplier Ltd 2028,Supplier Ltd 2028,INV-12028,INV-12028,29543.98,29543.98,2023-04-28,2023-04-28,27AAAAA3028A1Z5,27AAAAA3028A1Z5
pkt-2029,CONTRADICTION,major_amount_diff,high,Supplier Corp 2029,Supplier Corp 2029,INV-12029,INV-12029,16050.19,32100.380,2023-06-26,2023-06-26,27AAAAA3029A1Z5,27AAAAA3029A1Z5
pkt-2030,EXACT_MATCH,none,none,Supplier Inc 2030,Supplier Inc 2030,INV-12030,INV-12030,33220.76,33220.76,2023-10-08,2023-10-08,27AAAAA3030A1Z5,27AAAAA3030A1Z5
pkt-2031,FUZZY_MATCH,minor_amount_diff,low,Supplier Corp 2031,Supplier Corp 2031,INV-12031,INV-12031,558.51,559.01,2023-08-11,2023-08-11,27AAAAA3031A1Z5,27AAAAA3031A1Z5
pkt-2032,FUZZY_MATCH,ocr_artifacts,medium,Supplier LLC 2032,Supplier LLC 2032,INV-12032,INV-I2O32,25041.65,25041.66,2023-08-05,2023-08-05,27AAAAA3032A1Z5,27AAAAA3032A1Z5
pkt-2033,FUZZY_MATCH,minor_amount_diff,low,Supplier LLC 2033,Supplier LLC 2033,INV-12033,INV-12033,37378.29,37377.29,2023-12-02,2023-12-02,27AAAAA3033A1Z5,27AAAAA3033A1Z5
pkt-2034,EXACT_MATCH,none,none,Supplier Ltd 2034,Supplier Ltd 2034,INV-12034,INV-12034,13745.28,13745.28,2023-12-19,2023-12-19,27AAAAA3034A1Z5,27AAAAA3034A1Z5
pkt-2035,EXACT_MATCH,none,none,Supplier Ltd 2035,Supplier Ltd 2035,INV-12035,INV-12035,41451.5,41451.5,2023-08-10,2023-08-10,27AAAAA3035A1Z5,27AAAAA3035A1Z5
pkt-2036,EXACT_MATCH,none,none,Supplier Corp 2036,Supplier Corp 2036,INV-12036,INV-12036,49059.03,49059.03,2023-06-05,2023-06-05,27AAAAA3036A1Z5,27AAAAA3036A1Z5
pkt-2037,FUZZY_MATCH,ocr_artifacts,medium,Supplier Inc 2037,Supplier Inc 2037,INV-12037,INV-I2O37,46728.2,46728.21,2023-04-23,2023-04-23,27AAAAA3037A1Z5,27AAAAA3037A1Z5
pkt-2038,EXACT_MATCH,none,none,Supplier LLC 2038,Supplier LLC 2038,INV-12038,INV-12038,42853.26,42853.26,2023-12-13,2023-12-13,27AAAAA3038A1Z5,27AAAAA3038A1Z5
pkt-2039,NO_MATCH,invalid_gstin_suffix,high,Supplier Ltd 2039,Supplier Ltd 2039,INV-12039,INV-12039,45627.58,45627.58,2023-03-01,2023-03-01,27AAAAA3039A1Z5,27AAAAA3039A1ZX
pkt-2040,EXACT_MATCH,none,none,Supplier Ltd 2040,Supplier Ltd 2040,INV-12040,INV-12040,21179.63,21179.63,2023-08-12,2023-08-12,27AAAAA3040A1Z5,27AAAAA3040A1Z5
pkt-2041,EXACT_MATCH,none,none,Supplier LLC 2041,Supplier LLC 2041,INV-12041,INV-12041,3683.98,3683.98,2023-12-10,2023-12-10,27AAAAA3041A1Z5,27AAAAA3041A1Z5
pkt-2042,FUZZY_MATCH,string_distance,low,Supplier Ltd 2042,Suplier Ltd 2042,INV-12042,INV12042,46160.88,46160.88,2023-12-28,2023-12-28,27AAAAA3042A1Z5,27AAAAA3042A1Z5
pkt-2043,EXACT_MATCH,none,none,Supplier Inc 2043,Supplier Inc 2043,INV-12043,INV-12043,6631.94,6631.94,2023-10-28,2023-10-28,27AAAAA3043A1Z5,27AAAAA3043A1Z5
pkt-2044,NO_MATCH,missing_record,high,Supplier Corp 2044,,INV-12044,,15273.29,,2023-11-06,,27AAAAA3044A1Z5,
pkt-2045,FUZZY_MATCH,date_shift,medium,Supplier Corp 2045,Supplier Corp 2045,INV-12045,INV-12045,34828.18,34828.18,2023-05-05,2023-05-03,27AAAAA3045A1Z5,27AAAAA3045A1Z5
pkt-2046,EXACT_MATCH,none,none,Supplier Inc 2046,Supplier Inc 2046,INV-12046,INV-12046,36792.41,36792.41,2023-01-12,2023-01-12,27AAAAA3046A1Z5,27AAAAA3046A1Z5
pkt-2047,EXACT_MATCH,none,none,Supplier Ltd 2047,Supplier Ltd 2047,INV-12047,INV-12047,39296.41,39296.41,2023-03-13,2023-03-13,27AAAAA3047A1Z5,27AAAAA3047A1Z5
pkt-2048,NO_MATCH,missing_record,high,Supplier LLC 2048,,INV-12048,,42098.84,,2023-01-04,,27AAAAA3048A1Z5,
pkt-2049,NO_MATCH,different_entity,high,Supplier LLC 2049,Different Supplier Inc,INV-12049,INV-12049,9063.68,9063.68,2023-01-04,2023-01-04,27AAAAA3049A1Z5,27BBBBB1234B1Z5
pkt-2050,FUZZY_MATCH,date_shift,medium,Supplier Ltd 2050,Supplier Ltd 2050,INV-12050,INV-12050,21747.69,21747.69,2023-03-21,2023-03-16,27AAAAA3050A1Z5,27AAAAA3050A1Z5
pkt-2051,EXACT_MATCH,none,none,Supplier LLC 2051,Supplier LLC 2051,INV-12051,INV-12051,6028.25,6028.25,2023-07-16,2023-07-16,27AAAAA3051A1Z5,27AAAAA3051A1Z5
pkt-2052,EXACT_MATCH,none,none,Supplier Ltd 2052,Supplier Ltd 2052,INV-12052,INV-12052,29848.16,29848.16,2023-03-21,2023-03-21,27AAAAA3052A1Z5,27AAAAA3052A1Z5
pkt-2053,NO_MATCH,missing_record,high,Supplier Inc 2053,,INV-12053,,49559.08,,2023-11-22,,27AAAAA3053A1Z5,
pkt-2054,EXACT_MATCH,none,none,Supplier LLC 2054,Supplier LLC 2054,INV-12054,INV-12054,43258.3,43258.3,2023-11-13,2023-11-13,27AAAAA3054A1Z5,27AAAAA3054A1Z5
pkt-2055,FUZZY_MATCH,string_distance,low,Supplier Inc 2055,Suplier Inc 2055,INV-12055,INV12055,32694.45,32694.45,2023-06-01,2023-06-01,27AAAAA3055A1Z5,27AAAAA3055A1Z5
pkt-2056,EXACT_MATCH,none,none,Supplier Corp 2056,Supplier Corp 2056,INV-12056,INV-12056,4223.59,4223.59,2023-08-21,2023-08-21,27AAAAA3056A1Z5,27AAAAA3056A1Z5
pkt-2057,EXACT_MATCH,none,none,Supplier LLC 2057,Supplier LLC 2057,INV-12057,INV-12057,29383.84,29383.84,2023-10-16,2023-10-16,27AAAAA3057A1Z5,27AAAAA3057A1Z5
pkt-2058,NO_MATCH,missing_record,high,Supplier Ltd 2058,,INV-12058,,37293.43,,2023-10-06,,27AAAAA3058A1Z5,
pkt-2059,NO_MATCH,different_entity,high,Supplier LLC 2059,Different Supplier Inc,INV-12059,INV-12059,49997.71,49997.71,2023-12-14,2023-12-14,27AAAAA3059A1Z5,27BBBBB1234B1Z5
