pr_gstin,gstr2b_gstin,pr_supplier_name,gstr2b_supplier_name,pr_invoice_no,gstr2b_invoice_no,pr_date,gstr2b_date,pr_taxable,gstr2b_taxable,pr_igst,gstr2b_igst,pr_node_degree,gst_node_degree,component_size,label
07ABCDE4154F1Z5,07ABCDE4154F1Z5,Fuzzy Supplier 1017,Fuzzy Supplier 1017 Pvt Ltd,INV-01017,inv-01017,2026-09-12,2026-09-13,52465,52465,9443.70,9442.70,1,1,2,FUZZY_MATCH
07ABCDE5076F1Z5,07ABCDE5076F1Z5,Fuzzy Supplier 1018,Fuzzy Supplier 1018 Pvt Ltd,INV-01018,INV01018,2026-11-24,2026-11-23,67426,67426,12136.68,12137.68,1,1,2,FUZZY_MATCH
07ABCDE9053F1Z5,07ABCDE9053F1Z5,Fuzzy Supplier 1019,Fuzzy Supplier 1019 Pvt Ltd,INV-01019,INV01019,2026-02-27,2026-02-26,29067,29067,5232.06,5233.06,1,1,2,FUZZY_MATCH
07ABCDE2541F1Z5,07ABCDE2541F1Z5,Fuzzy Supplier 1020,Fuzzy Supplier 1020 Pvt Ltd,INV-01020,inv-01020,2026-07-07,2026-07-06,85963,85963,15473.34,15473.34,1,1,2,FUZZY_MATCH
07ABCDE7711F1Z5,07ABCDE7711F1Z5,Fuzzy Supplier 1021,Fuzzy Supplier 1021 Pvt Ltd,INV-01021,INV01021A,2026-10-10,2026-10-11,88692,88692,15964.56,15965.56,1,1,2,FUZZY_MATCH
07ABCDE4661F1Z5,07ABCDE4661F1Z5,Fuzzy Supplier 1022,Fuzzy Supplier 1022 Pvt Ltd,INV-01022,INV01022,2026-07-21,2026-07-20,78450,78450,14121.00,14122.00,1,1,2,FUZZY_MATCH
07ABCDE1112F1Z5,07ABCDE1112F1Z5,Fuzzy Supplier 1023,Fuzzy Supplier 1023 Pvt Ltd,INV-01023,INV01023A,2026-05-10,2026-05-10,79279,79279,14270.22,14271.22,1,1,2,FUZZY_MATCH
07ABCDE2521F1Z5,07ABCDE2521F1Z5,Fuzzy Supplier 1024,Fuzzy Supplier 1024 Pvt Ltd,INV-01024,inv-01024,2026-05-24,2026-05-24,68702,68702,12366.36,12367.36,1,1,2,FUZZY_MATCH
07ABCDE6918F1Z5,07ABCDE6918F1Z5,Fuzzy Supplier 1025,Fuzzy Supplier 1025 Pvt Ltd,INV-01025,INV01025,2026-07-31,2026-07-31,63389,63389,11410.02,11411.02,1,1,2,FUZZY_MATCH
07ABCDE3047F1Z5,07ABCDE3047F1Z5,Fuzzy Supplier 1026,Fuzzy Supplier 1026 Pvt Ltd,INV-01026,INV01026,2026-08-20,2026-08-19,47282,47282,8510.76,8511.76,1,1,2,FUZZY_MATCH
07ABCDE3595F1Z5,07ABCDE3595F1Z5,Fuzzy Supplier 1027,Fuzzy Supplier 1027 Pvt Ltd,INV-01027,inv-01027,2026-03-09,2026-03-09,73769,73769,13278.42,13278.42,1,1,2,FUZZY_MATCH
07ABCDE9616F1Z5,07ABCDE9616F1Z5,Fuzzy Supplier 1028,Fuzzy Supplier 1028 Pvt Ltd,INV-01028,inv-01028,2026-02-25,2026-02-25,67687,67687,12183.66,12182.66,1,1,2,FUZZY_MATCH
07ABCDE9749F1Z5,07ABCDE9749F1Z5,Fuzzy Supplier 1029,Fuzzy Supplier 1029 Pvt Ltd,INV-01029,inv-01029A,2026-09-16,2026-09-17,64302,64302,11574.36,11573.36,1,1,2,FUZZY_MATCH
07ABCDE4266F1Z5,07ABCDE4266F1Z5,Fuzzy Supplier 1030,Fuzzy Supplier 1030 Pvt Ltd,INV-01030,inv-01030A,2026-03-05,2026-03-04,20717,20717,3729.06,3730.06,1,1,2,FUZZY_MATCH
07ABCDE5155F1Z5,07ABCDE5155F1Z5,Fuzzy Supplier 1031,Fuzzy Supplier 1031 Pvt Ltd,INV-01031,INV01031,2026-11-01,2026-10-31,86266,86266,15527.88,15527.88,1,1,2,FUZZY_MATCH
07ABCDE7893F1Z5,07ABCDE7893F1Z5,Fuzzy Supplier 1032,Fuzzy Supplier 1032 Pvt Ltd,INV-01032,inv-01032A,2026-10-04,2026-10-05,82382,82382,14828.76,14828.76,1,1,2,FUZZY_MATCH
07ABCDE3509F1Z5,07ABCDE3509F1Z5,Fuzzy Supplier 1033,Fuzzy Supplier 1033 Pvt Ltd,INV-01033,INV01033A,2026-08-14,2026-08-14,76891,76891,13840.38,13840.38,1,1,2,FUZZY_MATCH
07ABCDE5986F1Z5,07ABCDE5986F1Z5,Fuzzy Supplier 1034,Fuzzy Supplier 1034 Pvt Ltd,INV-01034,inv-01034,2026-10-15,2026-10-15,58000,58000,10440.00,10440.00,1,1,2,FUZZY_MATCH
07ABCDE6358F1Z5,07ABCDE6358F1Z5,Fuzzy Supplier 1035,Fuzzy Supplier 1035 Pvt Ltd,INV-01035,inv-01035A,2026-09-17,2026-09-17,1789,1789,322.02,323.02,1,1,2,FUZZY_MATCH
07ABCDE6394F1Z5,07ABCDE6394F1Z5,Fuzzy Supplier 1036,Fuzzy Supplier 1036 Pvt Ltd,INV-01036,inv-01036A,2026-11-14,2026-11-13,88350,88350,15903.00,15902.00,1,1,2,FUZZY_MATCH
07ABCDE8924F1Z5,07ABCDE8924F1Z5,Fuzzy Supplier 1037,Fuzzy Supplier 1037 Pvt Ltd,INV-01037,inv-01037A,2026-06-23,2026-06-23,89400,89400,16092.00,16093.00,1,1,2,FUZZY_MATCH
07ABCDE9635F1Z5,07ABCDE9635F1Z5,Fuzzy Supplier 1038,Fuzzy Supplier 1038 Pvt Ltd,INV-01038,INV01038A,2026-04-14,2026-04-15,77619,77619,13971.42,13970.42,1,1,2,FUZZY_MATCH
07ABCDE2776F1Z5,07ABCDE2776F1Z5,Fuzzy Supplier 1039,Fuzzy Supplier 1039 Pvt Ltd,INV-01039,inv-01039,2026-01-23,2026-01-24,58194,58194,10474.92,10474.92,1,1,2,FUZZY_MATCH
07ABCDE2207F1Z5,07ABCDE2207F1Z5,Fuzzy Supplier 1040,Fuzzy Supplier 1040 Pvt Ltd,INV-01040,inv-01040,2026-05-31,2026-05-31,13007,13007,2341.26,2341.26,1,1,2,FUZZY_MATCH
07ABCDE9391F1Z5,07ABCDE9391F1Z5,Fuzzy Supplier 1041,Fuzzy Supplier 1041 Pvt Ltd,INV-01041,inv-01041,2026-07-29,2026-07-29,37531,37531,6755.58,6755.58,1,1,2,FUZZY_MATCH
07ABCDE9921F1Z5,07ABCDE9921F1Z5,Fuzzy Supplier 1042,Fuzzy Supplier 1042 Pvt Ltd,INV-01042,INV01042,2026-02-06,2026-02-07,36772,36772,6618.96,6617.96,1,1,2,FUZZY_MATCH
07ABCDE6034F1Z5,07ABCDE6034F1Z5,Fuzzy Supplier 1043,Fuzzy Supplier 1043 Pvt Ltd,INV-01043,inv-01043,2026-11-23,2026-11-22,83077,83077,14953.86,14954.86,1,1,2,FUZZY_MATCH
07ABCDE1484F1Z5,07ABCDE1484F1Z5,Fuzzy Supplier 1044,Fuzzy Supplier 1044 Pvt Ltd,INV-01044,INV01044,2026-01-05,2026-01-05,8169,8169,1470.42,1470.42,1,1,2,FUZZY_MATCH
07ABCDE4264F1Z5,07ABCDE4264F1Z5,Fuzzy Supplier 1045,Fuzzy Supplier 1045 Pvt Ltd,INV-01045,INV01045,2026-06-05,2026-06-06,92084,92084,16575.12,16575.12,1,1,2,FUZZY_MATCH
07ABCDE8663F1Z5,07ABCDE8663F1Z5,Fuzzy Supplier 1046,Fuzzy Supplier 1046 Pvt Ltd,INV-01046,INV01046A,2026-02-22,2026-02-21,17256,17256,3106.08,3107.08,1,1,2,FUZZY_MATCH
07ABCDE5745F1Z5,07ABCDE5745F1Z5,Fuzzy Supplier 1047,Fuzzy Supplier 1047 Pvt Ltd,INV-01047,INV01047,2026-05-06,2026-05-05,96966,96966,17453.88,17453.88,1,1,2,FUZZY_MATCH
07ABCDE4031F1Z5,07ABCDE4031F1Z5,Fuzzy Supplier 1048,Fuzzy Supplier 1048 Pvt Ltd,INV-01048,inv-01048A,2026-08-21,2026-08-20,98726,98726,17770.68,17770.68,1,1,2,FUZZY_MATCH
07ABCDE8632F1Z5,07ABCDE8632F1Z5,Fuzzy Supplier 1049,Fuzzy Supplier 1049 Pvt Ltd,INV-01049,INV01049A,2026-03-24,2026-03-24,97351,97351,17523.18,17524.18,1,1,2,FUZZY_MATCH
07ABCDE1060F1Z5,07ABCDE1060F1Z5,Fuzzy Supplier 1050,Fuzzy Supplier 1050 Pvt Ltd,INV-01050,INV01050,2026-06-28,2026-06-28,30808,30808,5545.44,5544.44,1,1,2,FUZZY_MATCH
07ABCDE1154F1Z5,07ABCDE1154F1Z5,Fuzzy Supplier 1051,Fuzzy Supplier 1051 Pvt Ltd,INV-01051,INV01051,2026-08-26,2026-08-27,87265,87265,15707.70,15707.70,1,1,2,FUZZY_MATCH
07ABCDE9220F1Z5,07ABCDE9220F1Z5,Fuzzy Supplier 1052,Fuzzy Supplier 1052 Pvt Ltd,INV-01052,INV01052,2026-08-11,2026-08-11,41825,41825,7528.50,7528.50,1,1,2,FUZZY_MATCH
07ABCDE2925F1Z5,07ABCDE2925F1Z5,Fuzzy Supplier 1053,Fuzzy Supplier 1053 Pvt Ltd,INV-01053,inv-01053,2026-11-25,2026-11-24,36036,36036,6486.48,6485.48,1,1,2,FUZZY_MATCH
07ABCDE9261F1Z5,07ABCDE9261F1Z5,Fuzzy Supplier 1054,Fuzzy Supplier 1054 Pvt Ltd,INV-01054,INV01054,2026-06-02,2026-06-03,85495,85495,15389.10,15389.10,1,1,2,FUZZY_MATCH
07ABCDE8827F1Z5,07ABCDE8827F1Z5,Fuzzy Supplier 1055,Fuzzy Supplier 1055 Pvt Ltd,INV-01055,inv-01055A,2026-06-02,2026-06-02,73559,73559,13240.62,13241.62,1,1,2,FUZZY_MATCH
07ABCDE1806F1Z5,07ABCDE1806F1Z5,Fuzzy Supplier 1056,Fuzzy Supplier 1056 Pvt Ltd,INV-01056,inv-01056,2026-04-11,2026-04-11,18931,18931,3407.58,3408.58,1,1,2,FUZZY_MATCH
07ABCDE4439F1Z5,07ABCDE4439F1Z5,Fuzzy Supplier 1057,Fuzzy Supplier 1057 Pvt Ltd,INV-01057,INV01057A,2026-01-26,2026-01-25,81361,81361,14644.98,14645.98,1,1,2,FUZZY_MATCH
07ABCDE2849F1Z5,07ABCDE2849F1Z5,Fuzzy Supplier 1058,Fuzzy Supplier 1058 Pvt Ltd,INV-01058,INV01058,2026-02-12,2026-02-11,88027,88027,15844.86,15845.86,1,1,2,FUZZY_MATCH
07ABCDE7250F1Z5,07ABCDE7250F1Z5,Fuzzy Supplier 1059,Fuzzy Supplier 1059 Pvt Ltd,INV-01059,INV01059,2026-07-23,2026-07-24,36583,36583,6584.94,6583.94,1,1,2,FUZZY_MATCH
07ABCDE5663F1Z5,07ABCDE5663F1Z5,Fuzzy Supplier 1060,Fuzzy Supplier 1060 Pvt Ltd,INV-01060,INV01060,2026-08-03,2026-08-03,62006,62006,11161.08,11162.08,1,1,2,FUZZY_MATCH
07ABCDE3401F1Z5,07ABCDE3401F1Z5,Fuzzy Supplier 1061,Fuzzy Supplier 1061 Pvt Ltd,INV-01061,INV01061,2026-05-14,2026-05-13,58941,58941,10609.38,10609.38,1,1,2,FUZZY_MATCH
07ABCDE9706F1Z5,07ABCDE9706F1Z5,Fuzzy Supplier 1062,Fuzzy Supplier 1062 Pvt Ltd,INV-01062,INV01062A,2026-08-12,2026-08-12,70853,70853,12753.54,12754.54,1,1,2,FUZZY_MATCH
07ABCDE4564F1Z5,07ABCDE4564F1Z5,Fuzzy Supplier 1063,Fuzzy Supplier 1063 Pvt Ltd,INV-01063,INV01063,2026-12-11,2026-12-12,54233,54233,9761.94,9760.94,1,1,2,FUZZY_MATCH
07ABCDE3860F1Z5,07ABCDE3860F1Z5,Fuzzy Supplier 1064,Fuzzy Supplier 1064 Pvt Ltd,INV-01064,inv-01064A,2026-11-18,2026-11-18,18965,18965,3413.70,3414.70,1,1,2,FUZZY_MATCH
07ABCDE4533F1Z5,07ABCDE4533F1Z5,Fuzzy Supplier 1065,Fuzzy Supplier 1065 Pvt Ltd,INV-01065,inv-01065,2026-10-12,2026-10-12,90085,90085,16215.30,16216.30,1,1,2,FUZZY_MATCH
07ABCDE7146F1Z5,07ABCDE7146F1Z5,Fuzzy Supplier 1066,Fuzzy Supplier 1066 Pvt Ltd,INV-01066,INV01066,2026-12-17,2026-12-18,29313,29313,5276.34,5275.34,1,1,2,FUZZY_MATCH
07ABCDE9431F1Z5,07ABCDE9431F1Z5,Fuzzy Supplier 1067,Fuzzy Supplier 1067 Pvt Ltd,INV-01067,inv-01067A,2026-03-08,2026-03-07,43271,43271,7788.78,7789.78,1,1,2,FUZZY_MATCH
07ABCDE9570F1Z5,07ABCDE9570F1Z5,Fuzzy Supplier 1068,Fuzzy Supplier 1068 Pvt Ltd,INV-01068,INV01068,2026-10-06,2026-10-06,51934,51934,9348.12,9348.12,1,1,2,FUZZY_MATCH
07ABCDE1590F1Z5,07ABCDE1590F1Z5,Fuzzy Supplier 1069,Fuzzy Supplier 1069 Pvt Ltd,INV-01069,inv-01069,2026-10-27,2026-10-28,64088,64088,11535.84,11535.84,1,1,2,FUZZY_MATCH
07ABCDE6808F1Z5,07ABCDE6808F1Z5,Fuzzy Supplier 1070,Fuzzy Supplier 1070 Pvt Ltd,INV-01070,inv-01070A,2026-01-04,2026-01-03,82304,82304,14814.72,14814.72,1,1,2,FUZZY_MATCH
07ABCDE4017F1Z5,07ABCDE4017F1Z5,Fuzzy Supplier 1071,Fuzzy Supplier 1071 Pvt Ltd,INV-01071,inv-01071,2026-03-07,2026-03-06,24225,24225,4360.50,4360.50,1,1,2,FUZZY_MATCH
07ABCDE3674F1Z5,07ABCDE3674F1Z5,Fuzzy Supplier 1072,Fuzzy Supplier 1072 Pvt Ltd,INV-01072,inv-01072,2026-09-05,2026-09-05,2919,2919,525.42,525.42,1,1,2,FUZZY_MATCH
07ABCDE4396F1Z5,07ABCDE4396F1Z5,Fuzzy Supplier 1073,Fuzzy Supplier 1073 Pvt Ltd,INV-01073,INV01073A,2026-09-20,2026-09-21,5211,5211,937.98,936.98,1,1,2,FUZZY_MATCH
07ABCDE2850F1Z5,07ABCDE2850F1Z5,Fuzzy Supplier 1074,Fuzzy Supplier 1074 Pvt Ltd,INV-01074,inv-01074,2026-01-19,2026-01-19,88864,88864,15995.52,15995.52,1,1,2,FUZZY_MATCH
07ABCDE4334F1Z5,07ABCDE4334F1Z5,Fuzzy Supplier 1075,Fuzzy Supplier 1075 Pvt Ltd,INV-01075,INV01075,2026-02-03,2026-02-03,37775,37775,6799.50,6799.50,1,1,2,FUZZY_MATCH
07ABCDE6139F1Z5,07ABCDE6139F1Z5,Fuzzy Supplier 1076,Fuzzy Supplier 1076 Pvt Ltd,INV-01076,inv-01076A,2026-08-23,2026-08-24,91466,91466,16463.88,16464.88,1,1,2,FUZZY_MATCH
07ABCDE5165F1Z5,07ABCDE5165F1Z5,Fuzzy Supplier 1077,Fuzzy Supplier 1077 Pvt Ltd,INV-01077,INV01077,2026-06-15,2026-06-15,9241,9241,1663.38,1662.38,1,1,2,FUZZY_MATCH
07ABCDE5401F1Z5,07ABCDE5401F1Z5,Fuzzy Supplier 1078,Fuzzy Supplier 1078 Pvt Ltd,INV-01078,inv-01078A,2026-07-10,2026-07-10,78651,78651,14157.18,14158.18,1,1,2,FUZZY_MATCH
07ABCDE8960F1Z5,07ABCDE8960F1Z5,Fuzzy Supplier 1079,Fuzzy Supplier 1079 Pvt Ltd,INV-01079,inv-01079,2026-11-29,2026-11-30,9898,9898,1781.64,1780.64,1,1,2,FUZZY_MATCH
07ABCDE9646F1Z5,07ABCDE9646F1Z5,Fuzzy Supplier 1080,Fuzzy Supplier 1080 Pvt Ltd,INV-01080,INV01080,2026-08-19,2026-08-19,57435,57435,10338.30,10338.30,1,1,2,FUZZY_MATCH
07ABCDE6948F1Z5,07ABCDE6948F1Z5,Fuzzy Supplier 1081,Fuzzy Supplier 1081 Pvt Ltd,INV-01081,inv-01081,2026-09-08,2026-09-08,9766,9766,1757.88,1758.88,1,1,2,FUZZY_MATCH
07ABCDE5280F1Z5,07ABCDE5280F1Z5,Fuzzy Supplier 1082,Fuzzy Supplier 1082 Pvt Ltd,INV-01082,inv-01082A,2026-08-27,2026-08-26,93139,93139,16765.02,16764.02,1,1,2,FUZZY_MATCH
07ABCDE6340F1Z5,07ABCDE6340F1Z5,Fuzzy Supplier 1083,Fuzzy Supplier 1083 Pvt Ltd,INV-01083,INV01083,2026-01-09,2026-01-09,77630,77630,13973.40,13973.40,1,1,2,FUZZY_MATCH
07ABCDE1905F1Z5,07ABCDE1905F1Z5,Fuzzy Supplier 1084,Fuzzy Supplier 1084 Pvt Ltd,INV-01084,inv-01084,2026-10-21,2026-10-21,37508,37508,6751.44,6751.44,1,1,2,FUZZY_MATCH
07ABCDE1914F1Z5,07ABCDE1914F1Z5,Fuzzy Supplier 1085,Fuzzy Supplier 1085 Pvt Ltd,INV-01085,INV01085,2026-02-04,2026-02-04,48090,48090,8656.20,8657.20,1,1,2,FUZZY_MATCH
07ABCDE4072F1Z5,07ABCDE4072F1Z5,Fuzzy Supplier 1086,Fuzzy Supplier 1086 Pvt Ltd,INV-01086,inv-01086,2026-08-31,2026-08-30,45774,45774,8239.32,8239.32,1,1,2,FUZZY_MATCH
07ABCDE2181F1Z5,07ABCDE2181F1Z5,Fuzzy Supplier 1087,Fuzzy Supplier 1087 Pvt Ltd,INV-01087,inv-01087,2026-12-30,2026-12-30,11887,11887,2139.66,2139.66,1,1,2,FUZZY_MATCH
07ABCDE4907F1Z5,07ABCDE4907F1Z5,Fuzzy Supplier 1088,Fuzzy Supplier 1088 Pvt Ltd,INV-01088,inv-01088,2026-03-03,2026-03-03,22605,22605,4068.90,4069.90,1,1,2,FUZZY_MATCH
07ABCDE5158F1Z5,07ABCDE5158F1Z5,Fuzzy Supplier 1089,Fuzzy Supplier 1089 Pvt Ltd,INV-01089,INV01089A,2026-02-04,2026-02-04,80420,80420,14475.60,14476.60,1,1,2,FUZZY_MATCH
07ABCDE1032F1Z5,07ABCDE1032F1Z5,Fuzzy Supplier 1090,Fuzzy Supplier 1090 Pvt Ltd,INV-01090,inv-01090,2026-06-27,2026-06-26,31383,31383,5648.94,5647.94,1,1,2,FUZZY_MATCH
07ABCDE7898F1Z5,07ABCDE7898F1Z5,Fuzzy Supplier 1091,Fuzzy Supplier 1091 Pvt Ltd,INV-01091,INV01091,2026-08-08,2026-08-08,44596,44596,8027.28,8026.28,1,1,2,FUZZY_MATCH
07ABCDE9155F1Z5,07ABCDE9155F1Z5,Fuzzy Supplier 1092,Fuzzy Supplier 1092 Pvt Ltd,INV-01092,INV01092,2026-07-13,2026-07-12,4191,4191,754.38,755.38,1,1,2,FUZZY_MATCH
07ABCDE2246F1Z5,07ABCDE2246F1Z5,Fuzzy Supplier 1093,Fuzzy Supplier 1093 Pvt Ltd,INV-01093,INV01093,2026-02-06,2026-02-06,16340,16340,2941.20,2942.20,1,1,2,FUZZY_MATCH
07ABCDE8863F1Z5,07ABCDE8863F1Z5,Fuzzy Supplier 1094,Fuzzy Supplier 1094 Pvt Ltd,INV-01094,inv-01094,2026-02-13,2026-02-13,32784,32784,5901.12,5900.12,1,1,2,FUZZY_MATCH
07ABCDE1801F1Z5,07ABCDE1801F1Z5,Fuzzy Supplier 1095,Fuzzy Supplier 1095 Pvt Ltd,INV-01095,inv-01095,2026-01-27,2026-01-27,2118,2118,381.24,382.24,1,1,2,FUZZY_MATCH
07ABCDE6979F1Z5,07ABCDE6979F1Z5,Fuzzy Supplier 1096,Fuzzy Supplier 1096 Pvt Ltd,INV-01096,inv-01096,2026-07-29,2026-07-29,39893,39893,7180.74,7179.74,1,1,2,FUZZY_MATCH
07ABCDE4635F1Z5,07ABCDE4635F1Z5,Fuzzy Supplier 1097,Fuzzy Supplier 1097 Pvt Ltd,INV-01097,inv-01097,2026-11-19,2026-11-19,33693,33693,6064.74,6063.74,1,1,2,FUZZY_MATCH
07ABCDE6150F1Z5,07ABCDE6150F1Z5,Fuzzy Supplier 1098,Fuzzy Supplier 1098 Pvt Ltd,INV-01098,INV01098,2026-12-25,2026-12-25,11298,11298,2033.64,2034.64,1,1,2,FUZZY_MATCH
07ABCDE9068F1Z5,07ABCDE9068F1Z5,Fuzzy Supplier 1099,Fuzzy Supplier 1099 Pvt Ltd,INV-01099,inv-01099,2026-06-26,2026-06-25,97849,97849,17612.82,17612.82,1,1,2,FUZZY_MATCH
07ABCDE7099F1Z5,07ABCDE7099F1Z5,Fuzzy Supplier 1100,Fuzzy Supplier 1100 Pvt Ltd,INV-01100,inv-01100A,2026-12-01,2026-12-02,6866,6866,1235.88,1236.88,1,1,2,FUZZY_MATCH
07ABCDE2961F1Z5,07ABCDE2961F1Z5,Fuzzy Supplier 1101,Fuzzy Supplier 1101 Pvt Ltd,INV-01101,inv-01101,2026-05-26,2026-05-25,78781,78781,14180.58,14180.58,1,1,2,FUZZY_MATCH
07ABCDE7961F1Z5,07ABCDE7961F1Z5,Fuzzy Supplier 1102,Fuzzy Supplier 1102 Pvt Ltd,INV-01102,inv-01102A,2026-06-23,2026-06-23,63556,63556,11440.08,11441.08,1,1,2,FUZZY_MATCH
07ABCDE5275F1Z5,07ABCDE5275F1Z5,Fuzzy Supplier 1103,Fuzzy Supplier 1103 Pvt Ltd,INV-01103,inv-01103A,2026-06-06,2026-06-05,97325,97325,17518.50,17517.50,1,1,2,FUZZY_MATCH
07ABCDE4511F1Z5,07ABCDE4511F1Z5,Fuzzy Supplier 1104,Fuzzy Supplier 1104 Pvt Ltd,INV-01104,inv-01104,2026-01-16,2026-01-17,15176,15176,2731.68,2730.68,1,1,2,FUZZY_MATCH
07ABCDE4205F1Z5,07ABCDE4205F1Z5,Fuzzy Supplier 1105,Fuzzy Supplier 1105 Pvt Ltd,INV-01105,INV01105,2026-01-03,2026-01-03,8922,8922,1605.96,1605.96,1,1,2,FUZZY_MATCH
07ABCDE6137F1Z5,07ABCDE6137F1Z5,Fuzzy Supplier 1106,Fuzzy Supplier 1106 Pvt Ltd,INV-01106,INV01106A,2026-01-08,2026-01-09,17083,17083,3074.94,3074.94,1,1,2,FUZZY_MATCH
07ABCDE1830F1Z5,07ABCDE1830F1Z5,Fuzzy Supplier 1107,Fuzzy Supplier 1107 Pvt Ltd,INV-01107,INV01107,2026-05-12,2026-05-11,75798,75798,13643.64,13644.64,1,1,2,FUZZY_MATCH
07ABCDE7607F1Z5,07ABCDE7607F1Z5,Fuzzy Supplier 1108,Fuzzy Supplier 1108 Pvt Ltd,INV-01108,INV01108,2026-05-21,2026-05-21,22347,22347,4022.46,4022.46,1,1,2,FUZZY_MATCH
07ABCDE2598F1Z5,07ABCDE2598F1Z5,Fuzzy Supplier 1109,Fuzzy Supplier 1109 Pvt Ltd,INV-01109,inv-01109A,2026-02-13,2026-02-14,4424,4424,796.32,795.32,1,1,2,FUZZY_MATCH
07ABCDE6747F1Z5,07ABCDE6747F1Z5,Fuzzy Supplier 1110,Fuzzy Supplier 1110 Pvt Ltd,INV-01110,inv-01110,2026-08-20,2026-08-21,48214,48214,8678.52,8678.52,1,1,2,FUZZY_MATCH
07ABCDE5810F1Z5,07ABCDE5810F1Z5,Fuzzy Supplier 1111,Fuzzy Supplier 1111 Pvt Ltd,INV-01111,inv-01111,2026-03-02,2026-03-01,66897,66897,12041.46,12040.46,1,1,2,FUZZY_MATCH
07ABCDE4517F1Z5,07ABCDE4517F1Z5,Fuzzy Supplier 1112,Fuzzy Supplier 1112 Pvt Ltd,INV-01112,INV01112A,2026-10-19,2026-10-19,82068,82068,14772.24,14771.24,1,1,2,FUZZY_MATCH
07ABCDE7847F1Z5,07ABCDE7847F1Z5,Fuzzy Supplier 1113,Fuzzy Supplier 1113 Pvt Ltd,INV-01113,inv-01113,2026-04-24,2026-04-23,45021,45021,8103.78,8102.78,1,1,2,FUZZY_MATCH
07ABCDE2140F1Z5,07ABCDE2140F1Z5,Fuzzy Supplier 1114,Fuzzy Supplier 1114 Pvt Ltd,INV-01114,INV01114,2026-08-31,2026-08-30,11680,11680,2102.40,2101.40,1,1,2,FUZZY_MATCH
07ABCDE7360F1Z5,07ABCDE7360F1Z5,Fuzzy Supplier 1115,Fuzzy Supplier 1115 Pvt Ltd,INV-01115,inv-01115,2026-02-21,2026-02-21,7723,7723,1390.14,1391.14,1,1,2,FUZZY_MATCH
07ABCDE6416F1Z5,07ABCDE6416F1Z5,Fuzzy Supplier 1116,Fuzzy Supplier 1116 Pvt Ltd,INV-01116,INV01116,2026-05-22,2026-05-21,35446,35446,6380.28,6381.28,1,1,2,FUZZY_MATCH
07ABCDE5526F1Z5,07ABCDE5526F1Z5,Fuzzy Supplier 1117,Fuzzy Supplier 1117 Pvt Ltd,INV-01117,inv-01117A,2026-12-22,2026-12-22,94739,94739,17053.02,17052.02,1,1,2,FUZZY_MATCH
07ABCDE5587F1Z5,07ABCDE5587F1Z5,Fuzzy Supplier 1118,Fuzzy Supplier 1118 Pvt Ltd,INV-01118,INV01118,2026-12-05,2026-12-05,23759,23759,4276.62,4275.62,1,1,2,FUZZY_MATCH
07ABCDE4161F1Z5,07ABCDE4161F1Z5,Fuzzy Supplier 1119,Fuzzy Supplier 1119 Pvt Ltd,INV-01119,INV01119,2026-09-02,2026-09-01,26516,26516,4772.88,4772.88,1,1,2,FUZZY_MATCH
07ABCDE9044F1Z5,07ABCDE9044F1Z5,Fuzzy Supplier 1120,Fuzzy Supplier 1120 Pvt Ltd,INV-01120,inv-01120,2026-07-30,2026-07-31,70810,70810,12745.80,12746.80,1,1,2,FUZZY_MATCH
07ABCDE6648F1Z5,07ABCDE6648F1Z5,Fuzzy Supplier 1121,Fuzzy Supplier 1121 Pvt Ltd,INV-01121,inv-01121,2026-02-10,2026-02-09,43517,43517,7833.06,7832.06,1,1,2,FUZZY_MATCH
07ABCDE2044F1Z5,07ABCDE2044F1Z5,Fuzzy Supplier 1122,Fuzzy Supplier 1122 Pvt Ltd,INV-01122,INV01122,2026-09-11,2026-09-12,44487,44487,8007.66,8008.66,1,1,2,FUZZY_MATCH
07ABCDE6605F1Z5,07ABCDE6605F1Z5,Fuzzy Supplier 1123,Fuzzy Supplier 1123 Pvt Ltd,INV-01123,INV01123,2026-02-15,2026-02-14,77321,77321,13917.78,13918.78,1,1,2,FUZZY_MATCH
07ABCDE6193F1Z5,07ABCDE6193F1Z5,Fuzzy Supplier 1124,Fuzzy Supplier 1124 Pvt Ltd,INV-01124,INV01124,2026-05-09,2026-05-08,7394,7394,1330.92,1331.92,1,1,2,FUZZY_MATCH
07ABCDE9330F1Z5,07ABCDE9330F1Z5,Fuzzy Supplier 1125,Fuzzy Supplier 1125 Pvt Ltd,INV-01125,inv-01125,2026-01-07,2026-01-08,29801,29801,5364.18,5365.18,1,1,2,FUZZY_MATCH
07ABCDE6720F1Z5,07ABCDE6720F1Z5,Fuzzy Supplier 1126,Fuzzy Supplier 1126 Pvt Ltd,INV-01126,INV01126,2026-11-09,2026-11-09,32814,32814,5906.52,5907.52,1,1,2,FUZZY_MATCH
07ABCDE6522F1Z5,07ABCDE6522F1Z5,Fuzzy Supplier 1127,Fuzzy Supplier 1127 Pvt Ltd,INV-01127,inv-01127A,2026-04-28,2026-04-29,74400,74400,13392.00,13393.00,1,1,2,FUZZY_MATCH
07ABCDE8942F1Z5,07ABCDE8942F1Z5,Fuzzy Supplier 1128,Fuzzy Supplier 1128 Pvt Ltd,INV-01128,inv-01128,2026-02-26,2026-02-26,44059,44059,7930.62,7930.62,1,1,2,FUZZY_MATCH
