pr_gstin,gstr2b_gstin,pr_supplier_name,gstr2b_supplier_name,pr_invoice_no,gstr2b_invoice_no,pr_date,gstr2b_date,pr_taxable,gstr2b_taxable,pr_igst,gstr2b_igst,pr_cgst,gstr2b_cgst,pr_sgst,gstr2b_sgst,label,provenance
60ABCDE1451F1Z5,60ABCDE1451F1Z5,Solanki Inc,Solanki Inc,INV-6315/23,IN1-6315/2N,2025-10-10,2025-10-10,49054.71,49054.71,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3642"", ""mutations"": [""ocr_mutation""], ""seed"": 12345}"
67ABCDE5348F1Z5,67ABCDE5348F1Z5,Issac Group,Issac Group,INV-3470/21,INV-3470/21,2025-11-22,2025-11-22,67447.58,130513.4,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2375"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
39ABCDE6834F1Z5,39ABCDE6834F1Z5,Sant-Sinha,Sant-Sinha,INV-8507/24,INV/8S0R/24,2025-09-26,2025-09-26,72466.5,72466.5,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1072"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
31ABCDE2542F1Z5,31ABCDE2542F1Z5,Pant-Taneja,Pant-Taneja,INV-8629/25,INV-8629/25,2026-01-11,2026-01-11,88347.89,88349.47,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3371"", ""mutations"": [""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
58ABCDE2570F1Z5,58ABCDE2570F1Z5,Mahal LLC,Mahal LLC,INV-7826/25,INV-7826/25,2026-01-13,2026-01-13,71390.46,71390.46,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2958"", ""mutations"": [], ""seed"": 12345}"
91ABCDE9511F1Z5,,Pillai Ltd,,INV-1408/22,,2026-04-22,,1679.05,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1398"", ""mutations"": [""missing""], ""seed"": 12345}"
15ABCDE3735F1Z5,,Rau-Mukherjee,,INV-3758/20,,2025-08-29,,47173.8,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1496"", ""mutations"": [""missing""], ""seed"": 12345}"
15ABCDE6285F1Z5,99ABCDE7694F1Z5,"Bhatia, Bath and Bajwa","Bhatia, Bath and Bajwa",INV-8336/20,INV-8336/20,2025-10-06,2025-10-06,50820.9,50820.9,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1875"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
70ABCDE3086F1Z5,,"Raj, Kaur and Bava",,INV-4452/24,,2026-05-30,,77868.93,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1181"", ""mutations"": [""missing""], ""seed"": 12345}"
13ABCDE6186F1Z5,13ABCDE6186F1Z5,Deo-Sarin,Deo-Sarin,INV-3048/24,INVP3048/24,2026-07-27,2026-07-24,57970.93,57970.93,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2786"", ""mutations"": [""ocr_mutation"", ""date_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
19ABCDE4968F1Z5,19ABCDE4968F1Z5,Puri-Sengupta,Puri-Sengupta,INV-8012/20,INV801220,2026-08-05,2026-08-05,40094.62,40094.62,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2905"", ""mutations"": [""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
53ABCDE7116F1Z5,53ABCDE7116F1Z5,Dutt-Bora,Dutt-Bora,INV-8317/21,INV831721,2026-04-21,2026-04-21,62685.45,62685.45,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3318"", ""mutations"": [""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
44ABCDE7636F1Z5,44ABCDE7636F1Z5,"Swamy, Bajaj and Bose","Swamy, Bajaj and Bose",INV-9952/24,INV-9952/24,2026-03-23,2026-03-23,18514.18,18514.18,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2901"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
47ABCDE8334F1Z5,99ABCDE9556F1Z5,"Sandhu, Bal and Vyas","Sandhu, Bal and Vyas",INV-6215/23,INV-6215/23,2026-01-22,2026-01-22,43357.23,43357.23,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1307"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
47ABCDE2578F1Z5,47ABCDE2578F1Z5,"Tella, Keer and Shankar","Tella, Keer and Shankar",INV-6812/24,INV06812/24,2026-08-16,2026-08-16,98343.02,98344.37,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1495"", ""mutations"": [""ocr_mutation"", ""tax_mutation""], ""seed"": 12345}"
55ABCDE5496F1Z5,55ABCDE5496F1Z5,"Golla, Palla and Dhingra","Golla, Palla and Dhingra",INV-9505/20,INVR9505-20,2026-06-26,2026-06-26,35805.96,35805.96,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3628"", ""mutations"": [""ocr_mutation"", ""format_mutation""], ""seed"": 12345}"
,64ABCDE2659F1Z5,,Bahri Group,,INV-4611/26,,2026-04-29,,26649.05,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1319"", ""mutations"": [""missing""], ""seed"": 12345}"
24ABCDE2354F1Z5,24ABCDE2354F1Z5,"Sen, Srinivasan and Bhardwaj","Sen, Srinivasan and Bhardwaj",INV-5651/26,INV-5651/Z6,2026-04-01,2026-04-01,48633.2,48633.2,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1585"", ""mutations"": [""ocr_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
66ABCDE6595F1Z5,66ABCDE6595F1Z5,Ahuja-Tandon,Chakraborty-Kohli,INV-5215/22,INV-9692/26,2025-12-07,2025-12-07,66016.94,88339.54,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1459"", ""mutations"": [""contradiction""], ""seed"": 12345}"
,93ABCDE1749F1Z5,,"Mishra, Shankar and Kant",,INV-5346/20,,2026-03-01,,28533.34,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_347"", ""mutations"": [""missing""], ""seed"": 12345}"
53ABCDE8785F1Z5,53ABCDE8785F1Z5,Pau-Mammen,Pau-Mammen,INV-1546/24,1NV-154/24,2026-01-23,2026-01-23,74231.0,74231.0,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3787"", ""mutations"": [""ocr_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
19ABCDE7300F1Z5,19ABCDE7300F1Z5,"Kalla, Sanghvi and Bal","Kalla, Sanghvi and Bal",INV-7417/21,INV-7417/21,2026-04-24,2026-04-23,23260.77,23260.77,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3207"", ""mutations"": [""date_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
95ABCDE8344F1Z5,95ABCDE8344F1Z5,Nagi-Mall,Chadha-Chad,INV-6699/22,INV-9467/23,2025-10-03,2025-10-03,94586.14,41302.3,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_455"", ""mutations"": [""contradiction""], ""seed"": 12345}"
78ABCDE9769F1Z5,78ABCDE9769F1Z5,Bedi-Joshi,Bedi-Joshi,INV-6406/22,INV-6406/22,2026-08-06,2026-08-06,28914.8,28914.8,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2742"", ""mutations"": [], ""seed"": 12345}"
81ABCDE8138F1Z5,81ABCDE8138F1Z5,"Oza, Bahri and Kuruvilla","Oza, Bahri and Kuruvilla",INV-6146/21,INV-6146/21,2026-03-20,2026-03-20,57001.57,57001.57,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1372"", ""mutations"": [], ""seed"": 12345}"
47ABCDE3816F1Z5,47ABCDE3816F1Z5,Gole-Ram,Acharya-Loyal,INV-8453/23,INV-5092/21,2026-03-13,2026-03-13,30612.15,99259.28,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_754"", ""mutations"": [""contradiction""], ""seed"": 12345}"
92ABCDE2058F1Z5,,Bhardwaj-Ramesh,,INV-3631/24,,2026-04-20,,11995.11,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1448"", ""mutations"": [""missing""], ""seed"": 12345}"
76ABCDE7026F1Z5,76ABCDE7026F1Z5,Arya-Sura,Arya-Sura,INV-3335/20,INV-3335/20,2025-08-24,2025-08-24,62329.13,109760.3,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1797"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
61ABCDE6412F1Z5,61ABCDE6412F1Z5,"Pant, Salvi and Lad","Pant, Salvi and Lad",INV-9745/21,INV-9745/21,2025-12-14,2025-12-14,28764.0,28764.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2282"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
,29ABCDE3078F1Z5,,Kata Group,,INV-2111/21,,2026-02-23,,16639.84,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_292"", ""mutations"": [""missing""], ""seed"": 12345}"
83ABCDE1160F1Z5,83ABCDE1160F1Z5,Taneja Ltd,Bera-Bhatia,INV-8152/26,INV-5739/22,2026-04-30,2026-04-30,30552.34,41181.49,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1130"", ""mutations"": [""contradiction""], ""seed"": 12345}"
44ABCDE7173F1Z5,44ABCDE7173F1Z5,"Sood, Goyal and Anne","Subramaniam, Sura and Iyengar",INV-2482/20,INV-2920/25,2025-10-26,2025-10-26,83819.42,1051.83,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_876"", ""mutations"": [""contradiction""], ""seed"": 12345}"
11ABCDE2899F1Z5,11ABCDE2899F1Z5,Sant-Gulati,Sane LLC,INV-8698/26,INV-9394/20,2026-07-02,2026-07-02,66299.49,46459.48,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1018"", ""mutations"": [""contradiction""], ""seed"": 12345}"
41ABCDE7612F1Z5,41ABCDE7612F1Z5,Ravi Inc,Ravi Inc,INV-6178/26,INV-6178/26,2026-06-14,2026-06-14,55448.97,55448.97,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3285"", ""mutations"": [""supplier_name_mutation""], ""seed"": 12345}"
70ABCDE3294F1Z5,70ABCDE3294F1Z5,Arya Ltd,Arya Ltd,INV-1631/23,INV-1631/23,2026-02-27,2026-02-27,69935.84,69935.84,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_706"", ""mutations"": [], ""seed"": 12345}"
89ABCDE4395F1Z5,89ABCDE4395F1Z5,Dhillon Inc,Dhillon Inc,INV-7451/24,INV-7451/24,2025-10-09,2025-10-09,14282.52,14282.52,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3034"", ""mutations"": [], ""seed"": 12345}"
,73ABCDE2376F1Z5,,Sharma Group,,INV-2304/21,,2026-07-08,,14932.77,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_799"", ""mutations"": [""missing""], ""seed"": 12345}"
32ABCDE3033F1Z5,99ABCDE6730F1Z5,"Ravel, Karan and Narayanan","Ravel, Karan and Narayanan",INV-5465/25,INV-5465/25,2025-09-22,2025-09-22,18451.73,18451.73,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_341"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
53ABCDE1286F1Z5,53ABCDE1286F1Z5,"Loke, Chanda and Subramanian","Loke, Chanda and Subramanian",INV-6730/20,INV67020,2025-12-02,2025-12-02,6566.55,6566.55,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_568"", ""mutations"": [""ocr_mutation"", ""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
14ABCDE1637F1Z5,14ABCDE1637F1Z5,Chatterjee LLC,Chatterjee LLC,INV-2912/23,INV-2912/23,2026-07-13,2026-07-13,69107.15,69107.15,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1293"", ""mutations"": [], ""seed"": 12345}"
23ABCDE3437F1Z5,,Kata Group,,INV-9591/23,,2026-05-01,,42753.26,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_988"", ""mutations"": [""missing""], ""seed"": 12345}"
35ABCDE4206F1Z5,35ABCDE4206F1Z5,"Dada, Sethi and Mangal",Sharaf-Shah,INV-1659/20,INV-5757/24,2026-01-03,2026-01-03,23686.78,6178.41,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1334"", ""mutations"": [""contradiction""], ""seed"": 12345}"
19ABCDE5871F1Z5,19ABCDE5871F1Z5,Dubey-Kothari,Gulati-Sandal,INV-6655/20,INV-9898/21,2026-05-01,2026-05-01,56636.0,22999.14,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_52"", ""mutations"": [""contradiction""], ""seed"": 12345}"
55ABCDE2217F1Z5,55ABCDE2217F1Z5,Sampath-Nadkarni,Sampath-Nadkarni,INV-7037/20,INV-7037/20,2026-04-27,2026-04-27,71631.57,71631.57,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1051"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
,63ABCDE9735F1Z5,,Khurana and Sons,,INV-3491/26,,2025-09-13,,61296.44,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_613"", ""mutations"": [""missing""], ""seed"": 12345}"
33ABCDE6588F1Z5,33ABCDE6588F1Z5,"Loke, Vora and Hayre",Ray Ltd,INV-7021/25,INV-6235/26,2026-07-19,2026-07-19,18143.9,18780.63,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_561"", ""mutations"": [""contradiction""], ""seed"": 12345}"
69ABCDE9574F1Z5,69ABCDE9574F1Z5,Ramakrishnan Inc,Ramakrishnan Inc,INV-7577/20,IV-7577/20,2026-01-12,2026-12-01,29615.41,29615.41,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3526"", ""mutations"": [""ocr_mutation"", ""date_mutation""], ""seed"": 12345}"
,47ABCDE5714F1Z5,,Shankar-Warrior,,INV-6752/22,,2026-07-26,,88377.41,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_960"", ""mutations"": [""missing""], ""seed"": 12345}"
20ABCDE4591F1Z5,,"Pal, Dhaliwal and Raju",,INV-2259/25,,2026-02-08,,10857.62,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_173"", ""mutations"": [""missing""], ""seed"": 12345}"
97ABCDE9120F1Z5,97ABCDE9120F1Z5,Morar Ltd,Morar Ltd,INV-2939/21,INV-2939/21,2025-11-17,2025-11-17,16023.25,27282.78,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_364"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
82ABCDE9201F1Z5,82ABCDE9201F1Z5,"Gera, Kakar and Karpe","Gera, Kakar and Karpe",INV-5050/20,INV-5050/20,2026-06-03,2026-06-03,68835.43,68835.43,0.0,12390.38,6195.19,0.0,6195.19,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1438"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
47ABCDE4159F1Z5,47ABCDE4159F1Z5,"Bawa, Pradhan and Zacharia","Bawa, Pradhan and Zacharia",INV-8724/26,INV-8724/26,2026-01-10,2026-01-10,44433.92,44433.92,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2606"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
80ABCDE5473F1Z5,80ABCDE5473F1Z5,Naidu and Sons,Naidu and Sons,INV-5092/24,INV-5092/24,2026-02-21,2026-02-21,43038.88,65714.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2468"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
43ABCDE5116F1Z5,,Saraf-Sengupta,,INV-2748/20,,2026-04-11,,37919.89,,0.0,,0.0,,0.0,,MISSING_IN_2B,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_434"", ""mutations"": [""missing""], ""seed"": 12345}"
54ABCDE6718F1Z5,54ABCDE6718F1Z5,Pillay LLC,Pillay LLC,INV-7614/21,INV/7614/21,2026-06-03,2026-06-03,98537.63,98539.1,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3549"", ""mutations"": [""format_mutation"", ""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
31ABCDE7379F1Z5,31ABCDE7379F1Z5,"Divan, Sanghvi and Pandit",Gopal and Sons,INV-6900/21,INV-3915/23,2026-01-06,2026-01-06,71391.88,86631.73,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_438"", ""mutations"": [""contradiction""], ""seed"": 12345}"
,90ABCDE2970F1Z5,,Kant and Sons,,INV-1002/25,,2026-01-23,,58165.46,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_14"", ""mutations"": [""missing""], ""seed"": 12345}"
54ABCDE3967F1Z5,54ABCDE3967F1Z5,Pandey-Chowdhury,Pandey-Chowdhury,INV-2485/24,INV-2485/24,2025-11-17,2025-11-17,59290.01,59290.01,0.0,10672.2,5336.1,0.0,5336.1,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1423"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
45ABCDE2462F1Z5,45ABCDE2462F1Z5,"Palla, Kohli and Agarwal","Palla, Kohli and Agarwal",INV-9075/21,INV-9075/2I,2026-07-04,2026-04-07,88200.76,88197.41,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_995"", ""mutations"": [""ocr_mutation"", ""date_mutation"", ""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
63ABCDE4675F1Z5,63ABCDE4675F1Z5,"Dani, Misra and Baria",Bal-Ram,INV-9374/25,INV-2252/23,2025-09-18,2025-09-18,99012.31,89945.89,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_1093"", ""mutations"": [""contradiction""], ""seed"": 12345}"
67ABCDE1952F1Z5,67ABCDE1952F1Z5,Trivedi LLC,Trivedi LLC,INV-1850/21,INV-1850/21,2026-03-13,2026-03-13,68182.59,68182.59,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_905"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
94ABCDE1962F1Z5,94ABCDE1962F1Z5,Bandi Inc,Bandi Inc,INV-2597/22,INV-2597/22,2026-07-27,2026-07-27,32427.71,32427.71,0.0,0.0,0.0,0.0,0.0,0.0,EXACT_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_1854"", ""mutations"": [], ""seed"": 12345}"
,94ABCDE3580F1Z5,,Sahni-Gala,,INV-2426/21,,2026-02-02,,10071.65,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1180"", ""mutations"": [""missing""], ""seed"": 12345}"
,62ABCDE5839F1Z5,,Bhavsar-Jha,,INV-9613/22,,2026-05-26,,70636.85,,0.0,,0.0,,0.0,MISSING_IN_PR,"{""source"": ""synthetic"", ""base_record_id"": ""MISS_1234"", ""mutations"": [""missing""], ""seed"": 12345}"
57ABCDE6342F1Z5,57ABCDE6342F1Z5,Kaul-Solanki,Kaul-Solanki,INV-6001/23,INV-6001/23,2026-01-01,2026-01-01,60595.6,60595.6,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_683"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
25ABCDE6064F1Z5,25ABCDE6064F1Z5,Pandit Inc,Pandit Inc,INV-4486/20,INV-4486/20,2025-10-05,2025-10-05,58562.19,585621.9,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2047"", ""mutations"": [""tax_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
50ABCDE2286F1Z5,50ABCDE2286F1Z5,"Gill, Natarajan and Balay","Gill, Natarajan and Balay",INV-5517/23,INV-5517/23,2026-03-27,2026-03-27,61408.09,61408.09,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_2315"", ""mutations"": [""supplier_name_mutation""], ""seed"": 12345}"
77ABCDE8072F1Z5,77ABCDE8072F1Z5,Ahuja LLC,Bir and Sons,INV-4868/22,INV-8330/21,2026-03-26,2026-03-26,72227.91,67374.45,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_794"", ""mutations"": [""contradiction""], ""seed"": 12345}"
17ABCDE5253F1Z5,17ABCDE5253F1Z5,"Toor, Varkey and Som","Toor, Varkey and Som",INV-1004/23,INV-1004/23,2025-11-11,2025-11-11,17179.82,17179.82,0.0,3092.37,1546.18,0.0,1546.18,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1163"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
28ABCDE1149F1Z5,28ABCDE1149F1Z5,Gandhi-Din,Gandhi-Din,INV-3476/20,INV-3476/20,2026-05-13,2026-05-13,37808.66,37808.66,0.0,6805.56,3402.78,0.0,3402.78,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1769"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
10ABCDE9310F1Z5,99ABCDE6326F1Z5,"Balay, Nair and Saha","Balay, Nair and Saha",INV-9571/26,INV-9571/26,2026-06-09,2026-06-09,44625.85,44625.85,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2652"", ""mutations"": [""different_gstin""], ""seed"": 12345}"
26ABCDE3630F1Z5,26ABCDE3630F1Z5,Cheema and Sons,Cheema and Sons,INV-5439/26,INV-5439/26,2026-02-15,2026-02-15,77161.88,77161.88,0.0,13889.14,6944.57,0.0,6944.57,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_2737"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
48ABCDE4147F1Z5,48ABCDE4147F1Z5,Saraf Ltd,Saraf Ltd,INV-6009/21,INV-6009/21,2025-12-18,2025-12-18,50500.94,56388.99,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1449"", ""mutations"": [""large_amount_diff""], ""seed"": 12345}"
47ABCDE3875F1Z5,47ABCDE3875F1Z5,"Rege, Srinivas and Garg","Rege, Srinivas and Garg",INV-3160/26,INV316026,2026-01-15,2026-01-15,94749.77,94749.77,0.0,0.0,0.0,0.0,0.0,0.0,FUZZY_MATCH,"{""source"": ""synthetic"", ""base_record_id"": ""POS_3313"", ""mutations"": [""format_mutation"", ""supplier_name_mutation""], ""seed"": 12345}"
44ABCDE3601F1Z5,44ABCDE3601F1Z5,Shanker-Kara,Shanker-Kara,INV-8290/26,INV-8290/26,2025-11-23,2025-11-23,68303.16,68303.16,0.0,0.0,0.0,0.0,0.0,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_893"", ""mutations"": [""sequential_invoice""], ""seed"": 12345}"
75ABCDE1244F1Z5,75ABCDE1244F1Z5,Chopra Inc,Chopra Inc,INV-6512/23,INV-6512/23,2026-01-19,2026-01-19,65087.64,65087.64,0.0,11715.78,5857.89,0.0,5857.89,0.0,HARD_NEGATIVE,"{""source"": ""synthetic"", ""base_record_id"": ""HNEG_1218"", ""mutations"": [""tax_head_swap""], ""seed"": 12345}"
65ABCDE4207F1Z5,65ABCDE4207F1Z5,Venkataraman-Ram,Bahl and Sons,INV-6038/21,INV-3135/24,2025-12-29,2025-12-29,69241.15,73230.41,0.0,0.0,0.0,0.0,0.0,0.0,CONTRADICTION,"{""source"": ""synthetic"", ""base_record_id"": ""CONTRA_830"", ""mutations"": [""contradiction""], ""seed"": 12345}"
