purchase_id,gst_id,label,mutation_type
P_007581,G_007581,POSITIVE,EXACT
P_007582,G_007582,POSITIVE,REF_MISSING
P_007583,G_007583,POSITIVE,EXACT
P_007584,G_007584,POSITIVE,VENDOR_ALIAS
P_007585,G_007585,POSITIVE,REF_MISSING
P_007586,G_007586,NEGATIVE,AMOUNT_MISMATCH
P_007587,G_007587,NEGATIVE,AMOUNT_MISMATCH
P_007588,G_007588,POSITIVE,VENDOR_ALIAS
P_007589,G_007589,POSITIVE,EXACT
P_007590,G_007590,POSITIVE,VENDOR_ALIAS
P_007591,G_007591,POSITIVE,REF_MISSING
P_007592,G_007592,POSITIVE,EXACT
P_007593,G_007593,NEGATIVE,TAX_MISMATCH
P_007594,G_007594,POSITIVE,REF_MISSING
P_007595,G_007595,POSITIVE,EXACT
P_007596,G_007596,POSITIVE,REF_MISSING
P_007597,G_007597,POSITIVE,EXACT
P_007598,G_007598,POSITIVE,REF_MISSING
P_007599,G_007599,POSITIVE,VENDOR_ALIAS
P_007600,G_007600,POSITIVE,EXACT
P_007601,G_007601,NEGATIVE,AMOUNT_MISMATCH
P_007602,G_007602,POSITIVE,EXACT
P_007603,G_007603,POSITIVE,REF_MISSING
P_007604,G_007604,POSITIVE,REF_MISSING
P_007605,G_007605,POSITIVE,EXACT
P_007606,G_007606,POSITIVE,EXACT
P_007607,G_007607,POSITIVE,EXACT
P_007608,G_007608,POSITIVE,EXACT
P_007609,G_007609,POSITIVE,VENDOR_ALIAS
P_007610,G_007610,POSITIVE,EXACT
P_007611,G_007611,POSITIVE,VENDOR_ALIAS
P_007612,G_007612,POSITIVE,EXACT
P_007613,G_007613,POSITIVE,VENDOR_ALIAS
P_007614,G_007614,POSITIVE,EXACT
P_007615,G_007615,POSITIVE,EXACT
P_007616,G_007616,POSITIVE,REF_MISSING
P_007617,G_007617,POSITIVE,EXACT
P_007618,G_007618,POSITIVE,REF_MISSING
P_007619,G_007619,POSITIVE,EXACT
P_007620,G_007620,NEGATIVE,AMOUNT_MISMATCH
P_007621,G_007621,POSITIVE,REF_MISSING
P_007622,G_007622,POSITIVE,EXACT
P_007623,G_007623,POSITIVE,EXACT
P_007624,G_007624,POSITIVE,EXACT
P_007625,G_007625,POSITIVE,EXACT
P_007626,G_007626,POSITIVE,EXACT
P_007627,G_007627,POSITIVE,EXACT
P_007628,G_007628,POSITIVE,REF_MISSING
P_007629,G_007629,POSITIVE,EXACT
P_007630,G_007630,NEGATIVE,TAX_MISMATCH
P_007631,G_007631,NEGATIVE,AMOUNT_MISMATCH
P_007632,G_007632,POSITIVE,EXACT
P_007633,G_007633,POSITIVE,EXACT
P_007634,G_007634,POSITIVE,VENDOR_ALIAS
P_007635,G_007635,POSITIVE,VENDOR_ALIAS
P_007636,G_007636,NEGATIVE,AMOUNT_MISMATCH
P_007637,G_007637,NEGATIVE,TAX_MISMATCH
P_007638,G_007638,POSITIVE,EXACT
P_007639,G_007639,POSITIVE,VENDOR_ALIAS
P_007640,G_007640,POSITIVE,EXACT
P_007641,G_007641,POSITIVE,VENDOR_ALIAS
P_007642,G_007642,POSITIVE,REF_MISSING
P_007643,G_007643,POSITIVE,EXACT
P_007644,G_007644,POSITIVE,REF_MISSING
P_007645,G_007645,POSITIVE,VENDOR_ALIAS
P_007646,G_007646,POSITIVE,EXACT
P_007647,G_007647,POSITIVE,EXACT
P_007648,G_007648,POSITIVE,EXACT
P_007649,G_007649,POSITIVE,EXACT
P_007650,G_007650,NEGATIVE,AMOUNT_MISMATCH
P_007651,G_007651,NEGATIVE,AMOUNT_MISMATCH
P_007652,G_007652,POSITIVE,VENDOR_ALIAS
P_007653,G_007653,POSITIVE,EXACT
P_007654,G_007654,POSITIVE,EXACT
P_007655,G_007655,POSITIVE,EXACT
P_007656,G_007656,POSITIVE,EXACT
P_007657,G_007657,POSITIVE,REF_MISSING
P_007658,G_007658,POSITIVE,VENDOR_ALIAS
P_007659,G_007659,POSITIVE,VENDOR_ALIAS
P_007660,G_007660,POSITIVE,REF_MISSING
P_007661,G_007661,POSITIVE,EXACT
P_007662,G_007662,POSITIVE,EXACT
P_007663,G_007663,POSITIVE,EXACT
P_007664,G_007664,POSITIVE,EXACT
P_007665,G_007665,POSITIVE,EXACT
P_007666,G_007666,NEGATIVE,AMOUNT_MISMATCH
P_007667,G_007667,POSITIVE,VENDOR_ALIAS
P_007668,G_007668,NEGATIVE,TAX_MISMATCH
P_007669,G_007669,POSITIVE,EXACT
P_007670,G_007670,POSITIVE,EXACT
P_007671,G_007671,POSITIVE,REF_MISSING
P_007672,G_007672,NEGATIVE,AMOUNT_MISMATCH
P_007673,G_007673,POSITIVE,VENDOR_ALIAS
P_007674,G_007674,POSITIVE,REF_MISSING
P_007675,G_007675,POSITIVE,EXACT
P_007676,G_007676,POSITIVE,EXACT
P_007677,G_007677,POSITIVE,EXACT
P_007678,G_007678,POSITIVE,EXACT
P_007679,G_007679,POSITIVE,VENDOR_ALIAS
P_007680,G_007680,POSITIVE,REF_MISSING
P_007681,G_007681,POSITIVE,EXACT
P_007682,G_007682,POSITIVE,EXACT
P_007683,G_007683,POSITIVE,REF_MISSING
P_007684,G_007684,POSITIVE,VENDOR_ALIAS
P_007685,G_007685,POSITIVE,EXACT
P_007686,G_007686,POSITIVE,VENDOR_ALIAS
P_007687,G_007687,NEGATIVE,AMOUNT_MISMATCH
P_007688,G_007688,POSITIVE,EXACT
P_007689,G_007689,POSITIVE,EXACT
P_007690,G_007690,POSITIVE,VENDOR_ALIAS
P_007691,G_007691,POSITIVE,VENDOR_ALIAS
P_007692,G_007692,POSITIVE,EXACT
P_007693,G_007693,POSITIVE,VENDOR_ALIAS
P_007694,G_007694,POSITIVE,EXACT
P_007695,G_007695,POSITIVE,EXACT
P_007696,G_007696,POSITIVE,VENDOR_ALIAS
P_007697,G_007697,POSITIVE,EXACT
P_007698,G_007698,POSITIVE,EXACT
P_007699,G_007699,POSITIVE,VENDOR_ALIAS
P_007700,G_007700,POSITIVE,EXACT
P_007701,G_007701,NEGATIVE,AMOUNT_MISMATCH
P_007702,G_007702,NEGATIVE,TAX_MISMATCH
P_007703,G_007703,POSITIVE,EXACT
P_007704,G_007704,POSITIVE,EXACT
P_007705,G_007705,NEGATIVE,AMOUNT_MISMATCH
P_007706,G_007706,POSITIVE,EXACT
P_007707,G_007707,POSITIVE,EXACT
P_007708,G_007708,POSITIVE,REF_MISSING
P_007709,G_007709,POSITIVE,EXACT
P_007710,G_007710,NEGATIVE,TAX_MISMATCH
P_007711,G_007711,POSITIVE,EXACT
P_007712,G_007712,POSITIVE,EXACT
P_007713,G_007713,POSITIVE,EXACT
P_007714,G_007714,POSITIVE,EXACT
P_007715,G_007715,POSITIVE,EXACT
P_007716,G_007716,POSITIVE,VENDOR_ALIAS
P_007717,G_007717,POSITIVE,REF_MISSING
P_007718,G_007718,POSITIVE,EXACT
P_007719,G_007719,POSITIVE,VENDOR_ALIAS
P_007720,G_007720,POSITIVE,EXACT
P_007721,G_007721,POSITIVE,EXACT
P_007722,G_007722,NEGATIVE,TAX_MISMATCH
P_007723,G_007723,POSITIVE,EXACT
P_007724,G_007724,POSITIVE,EXACT
P_007725,G_007725,POSITIVE,VENDOR_ALIAS
P_007726,G_007726,NEGATIVE,AMOUNT_MISMATCH
P_007727,G_007727,POSITIVE,REF_MISSING
P_007728,G_007728,POSITIVE,EXACT
P_007729,G_007729,POSITIVE,VENDOR_ALIAS
P_007730,G_007730,POSITIVE,EXACT
P_007731,G_007731,NEGATIVE,TAX_MISMATCH
P_007732,G_007732,POSITIVE,VENDOR_ALIAS
P_007733,G_007733,POSITIVE,REF_MISSING
P_007734,G_007734,POSITIVE,EXACT
P_007735,G_007735,NEGATIVE,AMOUNT_MISMATCH
P_007736,G_007736,POSITIVE,VENDOR_ALIAS
P_007737,G_007737,POSITIVE,EXACT
P_007738,G_007738,POSITIVE,VENDOR_ALIAS
P_007739,G_007739,POSITIVE,EXACT
P_007740,G_007740,POSITIVE,EXACT
P_007741,G_007741,POSITIVE,EXACT
P_007742,G_007742,POSITIVE,EXACT
P_007743,G_007743,POSITIVE,EXACT
P_007744,G_007744,POSITIVE,EXACT
P_007745,G_007745,POSITIVE,VENDOR_ALIAS
P_007746,G_007746,NEGATIVE,AMOUNT_MISMATCH
P_007747,G_007747,POSITIVE,EXACT
P_007748,G_007748,POSITIVE,REF_MISSING
P_007749,G_007749,POSITIVE,VENDOR_ALIAS
P_007750,G_007750,POSITIVE,VENDOR_ALIAS
P_007751,G_007751,POSITIVE,EXACT
P_007752,G_007752,POSITIVE,VENDOR_ALIAS
P_007753,G_007753,POSITIVE,VENDOR_ALIAS
P_007754,G_007754,POSITIVE,EXACT
P_007755,G_007755,POSITIVE,EXACT
P_007756,G_007756,POSITIVE,EXACT
P_007757,G_007757,POSITIVE,EXACT
P_007758,G_007758,NEGATIVE,AMOUNT_MISMATCH
P_007759,G_007759,NEGATIVE,AMOUNT_MISMATCH
P_007760,G_007760,POSITIVE,EXACT
P_007761,G_007761,POSITIVE,REF_MISSING
P_007762,G_007762,POSITIVE,EXACT
P_007763,G_007763,POSITIVE,EXACT
P_007764,G_007764,NEGATIVE,AMOUNT_MISMATCH
P_007765,G_007765,POSITIVE,EXACT
P_007766,G_007766,POSITIVE,EXACT
P_007767,G_007767,POSITIVE,REF_MISSING
P_007768,G_007768,POSITIVE,EXACT
P_007769,G_007769,POSITIVE,EXACT
P_007770,G_007770,NEGATIVE,AMOUNT_MISMATCH
P_007771,G_007771,NEGATIVE,AMOUNT_MISMATCH
P_007772,G_007772,POSITIVE,EXACT
P_007773,G_007773,POSITIVE,REF_MISSING
P_007774,G_007774,POSITIVE,EXACT
P_007775,G_007775,NEGATIVE,AMOUNT_MISMATCH
P_007776,G_007776,POSITIVE,EXACT
P_007777,G_007777,POSITIVE,EXACT
P_007778,G_007778,POSITIVE,EXACT
P_007779,G_007779,POSITIVE,EXACT
P_007780,G_007780,POSITIVE,REF_MISSING
P_007781,G_007781,POSITIVE,VENDOR_ALIAS
P_007782,G_007782,POSITIVE,EXACT
P_007783,G_007783,POSITIVE,EXACT
P_007784,G_007784,POSITIVE,EXACT
P_007785,G_007785,POSITIVE,REF_MISSING
P_007786,G_007786,POSITIVE,EXACT
P_007787,G_007787,POSITIVE,EXACT
P_007788,G_007788,POSITIVE,REF_MISSING
P_007789,G_007789,POSITIVE,EXACT
P_007790,G_007790,POSITIVE,EXACT
P_007791,G_007791,POSITIVE,EXACT
P_007792,G_007792,POSITIVE,EXACT
P_007793,G_007793,NEGATIVE,TAX_MISMATCH
P_007794,G_007794,POSITIVE,REF_MISSING
P_007795,G_007795,NEGATIVE,AMOUNT_MISMATCH
P_007796,G_007796,POSITIVE,EXACT
P_007797,G_007797,NEGATIVE,AMOUNT_MISMATCH
P_007798,G_007798,POSITIVE,EXACT
P_007799,G_007799,POSITIVE,EXACT
P_007800,G_007800,POSITIVE,REF_MISSING
P_007801,G_007801,POSITIVE,VENDOR_ALIAS
P_007802,G_007802,POSITIVE,EXACT
P_007803,G_007803,POSITIVE,EXACT
P_007804,G_007804,POSITIVE,EXACT
P_007805,G_007805,POSITIVE,REF_MISSING
P_007806,G_007806,POSITIVE,REF_MISSING
P_007807,G_007807,POSITIVE,VENDOR_ALIAS
P_007808,G_007808,POSITIVE,EXACT
P_007809,G_007809,POSITIVE,EXACT
P_007810,G_007810,POSITIVE,EXACT
P_007811,G_007811,NEGATIVE,AMOUNT_MISMATCH
P_007812,G_007812,POSITIVE,EXACT
P_007813,G_007813,POSITIVE,EXACT
P_007814,G_007814,POSITIVE,EXACT
P_007815,G_007815,POSITIVE,REF_MISSING
P_007816,G_007816,POSITIVE,EXACT
P_007817,G_007817,POSITIVE,REF_MISSING
P_007818,G_007818,POSITIVE,VENDOR_ALIAS
P_007819,G_007819,POSITIVE,EXACT
P_007820,G_007820,POSITIVE,EXACT
P_007821,G_007821,POSITIVE,EXACT
P_007822,G_007822,POSITIVE,EXACT
P_007823,G_007823,POSITIVE,VENDOR_ALIAS
P_007824,G_007824,POSITIVE,EXACT
P_007825,G_007825,POSITIVE,EXACT
P_007826,G_007826,POSITIVE,REF_MISSING
P_007827,G_007827,POSITIVE,REF_MISSING
P_007828,G_007828,POSITIVE,EXACT
P_007829,G_007829,POSITIVE,VENDOR_ALIAS
P_007830,G_007830,POSITIVE,REF_MISSING
P_007831,G_007831,POSITIVE,EXACT
P_007832,G_007832,NEGATIVE,AMOUNT_MISMATCH
P_007833,G_007833,POSITIVE,EXACT
P_007834,G_007834,NEGATIVE,AMOUNT_MISMATCH
P_007835,G_007835,POSITIVE,VENDOR_ALIAS
P_007836,G_007836,POSITIVE,EXACT
P_007837,G_007837,POSITIVE,EXACT
P_007838,G_007838,POSITIVE,REF_MISSING
P_007839,G_007839,POSITIVE,REF_MISSING
P_007840,G_007840,POSITIVE,EXACT
P_007841,G_007841,NEGATIVE,AMOUNT_MISMATCH
P_007842,G_007842,POSITIVE,VENDOR_ALIAS
P_007843,G_007843,POSITIVE,EXACT
P_007844,G_007844,POSITIVE,EXACT
P_007845,G_007845,POSITIVE,REF_MISSING
P_007846,G_007846,POSITIVE,EXACT
P_007847,G_007847,POSITIVE,EXACT
P_007848,G_007848,NEGATIVE,TAX_MISMATCH
P_007849,G_007849,POSITIVE,REF_MISSING
P_007850,G_007850,POSITIVE,EXACT
P_007851,G_007851,POSITIVE,EXACT
P_007852,G_007852,POSITIVE,REF_MISSING
P_007853,G_007853,POSITIVE,REF_MISSING
P_007854,G_007854,POSITIVE,VENDOR_ALIAS
P_007855,G_007855,NEGATIVE,AMOUNT_MISMATCH
P_007856,G_007856,NEGATIVE,AMOUNT_MISMATCH
P_007857,G_007857,POSITIVE,VENDOR_ALIAS
P_007858,G_007858,POSITIVE,EXACT
P_007859,G_007859,POSITIVE,EXACT
P_007860,G_007860,POSITIVE,EXACT
P_007861,G_007861,POSITIVE,EXACT
P_007862,G_007862,POSITIVE,REF_MISSING
P_007863,G_007863,POSITIVE,EXACT
P_007864,G_007864,POSITIVE,EXACT
P_007865,G_007865,POSITIVE,VENDOR_ALIAS
P_007866,G_007866,POSITIVE,VENDOR_ALIAS
P_007867,G_007867,POSITIVE,EXACT
P_007868,G_007868,POSITIVE,VENDOR_ALIAS
P_007869,G_007869,NEGATIVE,TAX_MISMATCH
P_007870,G_007870,NEGATIVE,TAX_MISMATCH
P_007871,G_007871,POSITIVE,EXACT
P_007872,G_007872,POSITIVE,EXACT
P_007873,G_007873,NEGATIVE,AMOUNT_MISMATCH
P_007874,G_007874,POSITIVE,EXACT
P_007875,G_007875,POSITIVE,VENDOR_ALIAS
P_007876,G_007876,POSITIVE,EXACT
P_007877,G_007877,NEGATIVE,TAX_MISMATCH
P_007878,G_007878,POSITIVE,VENDOR_ALIAS
P_007879,G_007879,NEGATIVE,AMOUNT_MISMATCH
P_007880,G_007880,POSITIVE,EXACT
P_007881,G_007881,POSITIVE,REF_MISSING
P_007882,G_007882,POSITIVE,VENDOR_ALIAS
P_007883,G_007883,POSITIVE,EXACT
P_007884,G_007884,POSITIVE,EXACT
P_007885,G_007885,POSITIVE,EXACT
P_007886,G_007886,POSITIVE,EXACT
P_007887,G_007887,POSITIVE,REF_MISSING
P_007888,G_007888,NEGATIVE,TAX_MISMATCH
P_007889,G_007889,POSITIVE,EXACT
P_007890,G_007890,POSITIVE,REF_MISSING
P_007891,G_007891,NEGATIVE,AMOUNT_MISMATCH
P_007892,G_007892,POSITIVE,VENDOR_ALIAS
P_007893,G_007893,NEGATIVE,TAX_MISMATCH
P_007894,G_007894,POSITIVE,EXACT
P_007895,G_007895,NEGATIVE,AMOUNT_MISMATCH
P_007896,G_007896,POSITIVE,EXACT
P_007897,G_007897,POSITIVE,REF_MISSING
P_007898,G_007898,NEGATIVE,TAX_MISMATCH
P_007899,G_007899,NEGATIVE,AMOUNT_MISMATCH
P_007900,G_007900,POSITIVE,VENDOR_ALIAS
P_007901,G_007901,POSITIVE,EXACT
P_007902,G_007902,NEGATIVE,AMOUNT_MISMATCH
P_007903,G_007903,POSITIVE,REF_MISSING
P_007904,G_007904,POSITIVE,VENDOR_ALIAS
P_007905,G_007905,POSITIVE,EXACT
P_007906,G_007906,POSITIVE,VENDOR_ALIAS
P_007907,G_007907,POSITIVE,VENDOR_ALIAS
P_007908,G_007908,POSITIVE,VENDOR_ALIAS
P_007909,G_007909,POSITIVE,EXACT
P_007910,G_007910,NEGATIVE,AMOUNT_MISMATCH
P_007911,G_007911,POSITIVE,EXACT
P_007912,G_007912,POSITIVE,EXACT
P_007913,G_007913,POSITIVE,REF_MISSING
P_007914,G_007914,POSITIVE,REF_MISSING
P_007915,G_007915,POSITIVE,REF_MISSING
P_007916,G_007916,POSITIVE,EXACT
P_007917,G_007917,NEGATIVE,TAX_MISMATCH
P_007918,G_007918,POSITIVE,VENDOR_ALIAS
P_007919,G_007919,NEGATIVE,AMOUNT_MISMATCH
P_007920,G_007920,NEGATIVE,TAX_MISMATCH
P_007921,G_007921,POSITIVE,VENDOR_ALIAS
P_007922,G_007922,POSITIVE,EXACT
P_007923,G_007923,POSITIVE,VENDOR_ALIAS
P_007924,G_007924,POSITIVE,VENDOR_ALIAS
P_007925,G_007925,POSITIVE,EXACT
P_007926,G_007926,POSITIVE,EXACT
P_007927,G_007927,POSITIVE,EXACT
P_007928,G_007928,NEGATIVE,AMOUNT_MISMATCH
P_007929,G_007929,POSITIVE,EXACT
P_007930,G_007930,POSITIVE,REF_MISSING
P_007931,G_007931,POSITIVE,VENDOR_ALIAS
P_007932,G_007932,POSITIVE,EXACT
P_007933,G_007933,POSITIVE,VENDOR_ALIAS
P_007934,G_007934,POSITIVE,EXACT
P_007935,G_007935,NEGATIVE,TAX_MISMATCH
P_007936,G_007936,POSITIVE,VENDOR_ALIAS
P_007937,G_007937,POSITIVE,EXACT
P_007938,G_007938,POSITIVE,REF_MISSING
P_007939,G_007939,POSITIVE,REF_MISSING
P_007940,G_007940,POSITIVE,EXACT
P_007941,G_007941,POSITIVE,EXACT
P_007942,G_007942,POSITIVE,EXACT
P_007943,G_007943,POSITIVE,EXACT
P_007944,G_007944,POSITIVE,VENDOR_ALIAS
P_007945,G_007945,POSITIVE,EXACT
P_007946,G_007946,POSITIVE,EXACT
P_007947,G_007947,POSITIVE,EXACT
P_007948,G_007948,POSITIVE,REF_MISSING
P_007949,G_007949,POSITIVE,EXACT
P_007950,G_007950,POSITIVE,EXACT
P_007951,G_007951,POSITIVE,EXACT
P_007952,G_007952,POSITIVE,EXACT
P_007953,G_007953,POSITIVE,VENDOR_ALIAS
P_007954,G_007954,NEGATIVE,TAX_MISMATCH
P_007955,G_007955,NEGATIVE,AMOUNT_MISMATCH
P_007956,G_007956,NEGATIVE,AMOUNT_MISMATCH
P_007957,G_007957,NEGATIVE,AMOUNT_MISMATCH
P_007958,G_007958,POSITIVE,EXACT
P_007959,G_007959,POSITIVE,VENDOR_ALIAS
P_007960,G_007960,POSITIVE,EXACT
P_007961,G_007961,POSITIVE,EXACT
P_007962,G_007962,POSITIVE,REF_MISSING
P_007963,G_007963,POSITIVE,EXACT
P_007964,G_007964,POSITIVE,VENDOR_ALIAS
P_007965,G_007965,POSITIVE,EXACT
P_007966,G_007966,POSITIVE,REF_MISSING
P_007967,G_007967,NEGATIVE,AMOUNT_MISMATCH
P_007968,G_007968,POSITIVE,EXACT
P_007969,G_007969,POSITIVE,VENDOR_ALIAS
P_007970,G_007970,POSITIVE,EXACT
P_007971,G_007971,POSITIVE,VENDOR_ALIAS
P_007972,G_007972,POSITIVE,REF_MISSING
P_007973,G_007973,POSITIVE,EXACT
P_007974,G_007974,NEGATIVE,AMOUNT_MISMATCH
P_007975,G_007975,POSITIVE,EXACT
P_007976,G_007976,POSITIVE,REF_MISSING
P_007977,G_007977,POSITIVE,EXACT
P_007978,G_007978,POSITIVE,EXACT
P_007979,G_007979,POSITIVE,VENDOR_ALIAS
P_007980,G_007980,POSITIVE,EXACT
P_007981,G_007981,POSITIVE,EXACT
P_007982,G_007982,NEGATIVE,TAX_MISMATCH
P_007983,G_007983,POSITIVE,VENDOR_ALIAS
P_007984,G_007984,POSITIVE,VENDOR_ALIAS
P_007985,G_007985,POSITIVE,VENDOR_ALIAS
P_007986,G_007986,POSITIVE,EXACT
P_007987,G_007987,POSITIVE,REF_MISSING
P_007988,G_007988,POSITIVE,EXACT
P_007989,G_007989,NEGATIVE,AMOUNT_MISMATCH
P_007990,G_007990,NEGATIVE,TAX_MISMATCH
P_007991,G_007991,POSITIVE,VENDOR_ALIAS
P_007992,G_007992,POSITIVE,EXACT
P_007993,G_007993,POSITIVE,EXACT
P_007994,G_007994,POSITIVE,EXACT
P_007995,G_007995,POSITIVE,EXACT
P_007996,G_007996,POSITIVE,EXACT
P_007997,G_007997,POSITIVE,VENDOR_ALIAS
P_007998,G_007998,POSITIVE,EXACT
P_007999,G_007999,POSITIVE,EXACT
P_008000,G_008000,POSITIVE,EXACT
P_008001,G_008001,POSITIVE,REF_MISSING
P_008002,G_008002,POSITIVE,EXACT
P_008003,G_008003,POSITIVE,EXACT
P_008004,G_008004,POSITIVE,EXACT
P_008005,G_008005,POSITIVE,EXACT
P_008006,G_008006,POSITIVE,VENDOR_ALIAS
P_008007,G_008007,POSITIVE,EXACT
P_008008,G_008008,POSITIVE,VENDOR_ALIAS
P_008009,G_008009,POSITIVE,EXACT
P_008010,G_008010,POSITIVE,EXACT
P_008011,G_008011,POSITIVE,VENDOR_ALIAS
P_008012,G_008012,POSITIVE,VENDOR_ALIAS
P_008013,G_008013,POSITIVE,EXACT
P_008014,G_008014,POSITIVE,EXACT
P_008015,G_008015,POSITIVE,EXACT
P_008016,G_008016,POSITIVE,REF_MISSING
P_008017,G_008017,POSITIVE,EXACT
P_008018,G_008018,NEGATIVE,TAX_MISMATCH
P_008019,G_008019,POSITIVE,REF_MISSING
P_008020,G_008020,POSITIVE,VENDOR_ALIAS
P_008021,G_008021,POSITIVE,VENDOR_ALIAS
P_008022,G_008022,POSITIVE,EXACT
P_008023,G_008023,POSITIVE,EXACT
P_008024,G_008024,NEGATIVE,TAX_MISMATCH
P_008025,G_008025,POSITIVE,REF_MISSING
P_008026,G_008026,NEGATIVE,AMOUNT_MISMATCH
P_008027,G_008027,POSITIVE,VENDOR_ALIAS
P_008028,G_008028,POSITIVE,VENDOR_ALIAS
P_008029,G_008029,POSITIVE,EXACT
P_008030,G_008030,POSITIVE,EXACT
P_008031,G_008031,POSITIVE,EXACT
P_008032,G_008032,POSITIVE,EXACT
P_008033,G_008033,POSITIVE,EXACT
P_008034,G_008034,POSITIVE,VENDOR_ALIAS
P_008035,G_008035,POSITIVE,EXACT
P_008036,G_008036,POSITIVE,EXACT
P_008037,G_008037,NEGATIVE,AMOUNT_MISMATCH
P_008038,G_008038,POSITIVE,EXACT
P_008039,G_008039,POSITIVE,REF_MISSING
P_008040,G_008040,POSITIVE,REF_MISSING
P_008041,G_008041,NEGATIVE,TAX_MISMATCH
P_008042,G_008042,POSITIVE,EXACT
P_008043,G_008043,NEGATIVE,AMOUNT_MISMATCH
P_008044,G_008044,POSITIVE,EXACT
P_008045,G_008045,NEGATIVE,AMOUNT_MISMATCH
P_008046,G_008046,POSITIVE,EXACT
P_008047,G_008047,POSITIVE,EXACT
P_008048,G_008048,POSITIVE,EXACT
P_008049,G_008049,POSITIVE,EXACT
P_008050,G_008050,POSITIVE,EXACT
P_008051,G_008051,POSITIVE,EXACT
P_008052,G_008052,POSITIVE,VENDOR_ALIAS
P_008053,G_008053,POSITIVE,VENDOR_ALIAS
P_008054,G_008054,POSITIVE,VENDOR_ALIAS
P_008055,G_008055,POSITIVE,EXACT
P_008056,G_008056,POSITIVE,VENDOR_ALIAS
P_008057,G_008057,POSITIVE,REF_MISSING
P_008058,G_008058,POSITIVE,REF_MISSING
P_008059,G_008059,POSITIVE,VENDOR_ALIAS
P_008060,G_008060,POSITIVE,EXACT
P_008061,G_008061,POSITIVE,EXACT
P_008062,G_008062,NEGATIVE,AMOUNT_MISMATCH
P_008063,G_008063,POSITIVE,EXACT
P_008064,G_008064,POSITIVE,VENDOR_ALIAS
P_008065,G_008065,NEGATIVE,AMOUNT_MISMATCH
P_008066,G_008066,POSITIVE,EXACT
P_008067,G_008067,POSITIVE,EXACT
P_008068,G_008068,POSITIVE,EXACT
P_008069,G_008069,POSITIVE,REF_MISSING
P_008070,G_008070,POSITIVE,EXACT
P_008071,G_008071,POSITIVE,EXACT
P_008072,G_008072,POSITIVE,EXACT
P_008073,G_008073,POSITIVE,EXACT
P_008074,G_008074,POSITIVE,VENDOR_ALIAS
P_008075,G_008075,POSITIVE,EXACT
P_008076,G_008076,POSITIVE,EXACT
P_008077,G_008077,POSITIVE,EXACT
P_008078,G_008078,POSITIVE,EXACT
P_008079,G_008079,POSITIVE,VENDOR_ALIAS
P_008080,G_008080,POSITIVE,EXACT
P_008081,G_008081,POSITIVE,EXACT
P_008082,G_008082,POSITIVE,EXACT
P_008083,G_008083,POSITIVE,VENDOR_ALIAS
P_008084,G_008084,POSITIVE,VENDOR_ALIAS
P_008085,G_008085,POSITIVE,EXACT
P_008086,G_008086,POSITIVE,VENDOR_ALIAS
P_008087,G_008087,POSITIVE,VENDOR_ALIAS
P_008088,G_008088,POSITIVE,EXACT
P_008089,G_008089,POSITIVE,VENDOR_ALIAS
P_008090,G_008090,POSITIVE,VENDOR_ALIAS
P_008091,G_008091,POSITIVE,EXACT
P_008092,G_008092,POSITIVE,VENDOR_ALIAS
P_008093,G_008093,POSITIVE,EXACT
P_008094,G_008094,POSITIVE,VENDOR_ALIAS
P_008095,G_008095,POSITIVE,EXACT
P_008096,G_008096,NEGATIVE,AMOUNT_MISMATCH
P_008097,G_008097,POSITIVE,EXACT
P_008098,G_008098,POSITIVE,VENDOR_ALIAS
P_008099,G_008099,POSITIVE,EXACT
P_008100,G_008100,POSITIVE,VENDOR_ALIAS
P_008101,G_008101,POSITIVE,EXACT
P_008102,G_008102,NEGATIVE,AMOUNT_MISMATCH
P_008103,G_008103,POSITIVE,EXACT
P_008104,G_008104,POSITIVE,REF_MISSING
P_008105,G_008105,POSITIVE,VENDOR_ALIAS
P_008106,G_008106,POSITIVE,EXACT
P_008107,G_008107,POSITIVE,VENDOR_ALIAS
P_008108,G_008108,POSITIVE,EXACT
P_008109,G_008109,POSITIVE,EXACT
P_008110,G_008110,POSITIVE,EXACT
P_008111,G_008111,POSITIVE,REF_MISSING
P_008112,G_008112,POSITIVE,REF_MISSING
P_008113,G_008113,NEGATIVE,AMOUNT_MISMATCH
P_008114,G_008114,NEGATIVE,TAX_MISMATCH
P_008115,G_008115,POSITIVE,EXACT
P_008116,G_008116,POSITIVE,EXACT
P_008117,G_008117,POSITIVE,EXACT
P_008118,G_008118,POSITIVE,EXACT
P_008119,G_008119,POSITIVE,EXACT
P_008120,G_008120,NEGATIVE,TAX_MISMATCH
P_008121,G_008121,POSITIVE,EXACT
P_008122,G_008122,POSITIVE,REF_MISSING
P_008123,G_008123,POSITIVE,VENDOR_ALIAS
P_008124,G_008124,NEGATIVE,AMOUNT_MISMATCH
P_008125,G_008125,POSITIVE,VENDOR_ALIAS
P_008126,G_008126,POSITIVE,EXACT
P_008127,G_008127,POSITIVE,REF_MISSING
P_008128,G_008128,POSITIVE,REF_MISSING
P_008129,G_008129,POSITIVE,VENDOR_ALIAS
P_008130,G_008130,POSITIVE,EXACT
P_008131,G_008131,POSITIVE,VENDOR_ALIAS
P_008132,G_008132,POSITIVE,EXACT
P_008133,G_008133,POSITIVE,EXACT
P_008134,G_008134,POSITIVE,VENDOR_ALIAS
P_008135,G_008135,NEGATIVE,AMOUNT_MISMATCH
